Time,Call Sign,Altitude (ft),Speed (knots),Engine Performance,Deviation from Flight Path (nm),Fuel Efficiency (kg/hour)
22:32:30,UAE201,33552,421,Normal,1,1359
22:33:00,UAE201,21533,470,Normal,2,542
22:33:30,UAE201,35111,428,Abnormal,3,2140
22:34:00,UAE201,11899,445,Normal,0,1702
22:34:30,UAE201,8744,417,Abnormal,5,1773
22:35:00,UAE201,37397,452,Normal,1,2906
22:35:30,UAE201,12090,457,Abnormal,0,2895
22:36:00,UAE201,25552,420,Normal,4,1621
22:36:30,UAE201,13208,427,Normal,4,2429
22:37:00,UAE201,32998,405,Normal,2,553
22:37:30,UAE201,15680,423,Normal,5,2640
22:38:00,UAE201,26217,476,Normal,1,2800
22:38:30,UAE201,25854,491,Normal,0,1107
22:39:00,UAE201,35713,488,Abnormal,2,803
22:39:30,UAE201,14125,415,Normal,2,144
22:40:00,UAE201,21508,456,Normal,3,2407
22:40:30,UAE201,34940,406,Abnormal,4,925
22:41:00,UAE201,32306,444,Normal,4,2765
22:41:30,UAE201,25122,443,Normal,4,2464
22:42:00,UAE201,12638,426,Normal,4,2971
22:42:30,UAE201,32579,467,Abnormal,1,248
22:43:00,UAE201,18085,460,Normal,0,1989
22:43:30,UAE201,39167,410,Normal,5,1984
22:44:00,UAE201,39465,484,Abnormal,2,1392
22:44:30,UAE201,32211,436,Normal,0,1051
22:45:00,UAE201,25481,417,Normal,5,1313
22:45:30,UAE201,34815,489,Abnormal,2,1989
22:46:00,UAE201,24670,412,Abnormal,5,331
22:46:30,UAE201,25416,440,Normal,3,1880
22:47:00,UAE201,35983,401,Normal,3,920
22:47:30,UAE201,34228,476,Normal,4,2636
22:48:00,UAE201,29340,463,Abnormal,2,819
22:48:30,UAE201,18237,453,Normal,3,722
22:49:00,UAE201,6520,462,Normal,5,2994
22:49:30,UAE201,27158,437,Abnormal,1,2504
22:50:00,UAE201,8894,426,Normal,2,229
22:50:30,UAE201,24312,485,Abnormal,0,246
22:51:00,UAE201,25907,453,Normal,0,1443
22:51:30,UAE201,31882,446,Normal,3,2050
22:52:00,UAE201,29485,461,Abnormal,2,2883
22:52:30,UAE201,28738,441,Abnormal,3,2646
22:53:00,UAE201,27771,456,Abnormal,4,2583
22:53:30,UAE201,19291,422,Normal,5,2012
22:54:00,UAE201,37251,414,Abnormal,1,2166
22:54:30,UAE201,31367,459,Abnormal,1,1373
22:55:00,UAE201,23072,485,Abnormal,4,2909
22:55:30,UAE201,28990,410,Abnormal,0,1098
22:56:00,UAE201,5375,483,Abnormal,1,534
22:56:30,UAE201,25675,427,Normal,1,1289
22:57:00,UAE201,16779,434,Normal,5,914
22:57:30,UAE201,18343,463,Abnormal,2,2514
22:58:00,UAE201,34634,480,Abnormal,1,634
22:58:30,UAE201,25139,418,Abnormal,4,726
22:59:00,UAE201,10414,460,Abnormal,3,2711
22:59:30,UAE201,36559,468,Abnormal,2,2549
23:00:00,UAE201,28924,453,Normal,4,1204
23:00:30,UAE201,24278,473,Abnormal,1,888
23:01:00,UAE201,8250,499,Abnormal,0,1421
23:01:30,UAE201,30266,417,Abnormal,1,579
23:02:00,UAE201,22591,495,Normal,2,1909
23:02:30,UAE201,26054,407,Abnormal,5,1307
23:03:00,UAE201,17807,429,Normal,4,2335
23:03:30,UAE201,35844,441,Abnormal,5,1195
23:04:00,UAE201,17189,417,Normal,3,2691
23:04:30,UAE201,8176,484,Normal,0,770
23:05:00,UAE201,20027,409,Abnormal,5,1978
23:05:30,UAE201,17051,434,Abnormal,0,1119
23:06:00,UAE201,29909,489,Abnormal,2,2661
23:06:30,UAE201,20844,449,Abnormal,1,775
23:07:00,UAE201,6718,435,Abnormal,4,2594
23:07:30,UAE201,14208,454,Abnormal,4,1688
23:08:00,UAE201,35348,424,Abnormal,0,1269
23:08:30,UAE201,20473,477,Normal,0,1403
23:09:00,UAE201,23668,405,Abnormal,4,966
23:09:30,UAE201,36932,446,Abnormal,4,2371
23:10:00,UAE201,5958,472,Normal,4,159
23:10:30,UAE201,31768,449,Abnormal,5,2675
23:11:00,UAE201,30070,464,Abnormal,3,503
23:11:30,UAE201,26042,457,Normal,2,2455
23:12:00,UAE201,34959,450,Abnormal,3,2080
23:12:30,UAE201,25546,403,Normal,4,728
23:13:00,UAE201,12550,487,Normal,4,1762
23:13:30,UAE201,30891,472,Normal,4,2193
23:14:00,UAE201,19653,452,Normal,3,2166
23:14:30,UAE201,8315,427,Normal,5,2907
23:15:00,UAE201,34746,435,Normal,1,352
23:15:30,UAE201,27555,402,Abnormal,1,835
23:16:00,UAE201,19315,437,Normal,0,2206
23:16:30,UAE201,29385,487,Normal,1,167
23:17:00,UAE201,34722,438,Normal,2,1600
23:17:30,UAE201,25844,403,Abnormal,3,2197
23:18:00,UAE201,33245,440,Abnormal,2,1460
23:18:30,UAE201,27552,454,Abnormal,3,889
23:19:00,UAE201,39905,499,Abnormal,0,2165
23:19:30,UAE201,8125,461,Abnormal,1,2460
23:20:00,UAE201,39785,435,Abnormal,4,582
23:20:30,UAE201,15532,445,Normal,0,670
23:21:00,UAE201,33942,405,Normal,1,1429
23:21:30,UAE201,26732,405,Normal,0,1306
23:22:00,UAE201,27905,422,Abnormal,3,1831
23:22:30,UAE201,6685,500,Abnormal,1,1216
23:23:00,UAE201,36496,485,Abnormal,1,2856
23:23:30,UAE201,16275,445,Normal,3,1925
23:24:00,UAE201,22105,455,Normal,1,924
23:24:30,UAE201,7478,491,Abnormal,5,1762
23:25:00,UAE201,8314,487,Abnormal,1,2143
23:25:30,UAE201,28455,481,Abnormal,3,822
23:26:00,UAE201,25428,493,Abnormal,2,2689
23:26:30,UAE201,23576,425,Abnormal,0,1757
23:27:00,UAE201,13921,440,Normal,5,2879
23:27:30,UAE201,39597,406,Normal,4,1652
23:28:00,UAE201,39505,463,Abnormal,4,2346
23:28:30,UAE201,38759,403,Abnormal,0,1815
23:29:00,UAE201,29160,493,Abnormal,5,731
23:29:30,UAE201,37682,466,Abnormal,0,2441
23:30:00,UAE201,33077,428,Abnormal,4,1045
23:30:30,UAE201,39513,453,Abnormal,1,1700
23:31:00,UAE201,19482,433,Normal,1,207
23:31:30,UAE201,21553,423,Abnormal,3,1498
23:32:00,UAE201,20182,451,Normal,5,2957
23:32:30,UAE201,34340,462,Abnormal,3,2362
23:33:00,UAE201,31082,414,Abnormal,4,2293
23:33:30,UAE201,12953,426,Normal,3,1763
23:34:00,UAE201,5055,403,Abnormal,3,1004
23:34:30,UAE201,36725,449,Normal,4,2655
23:35:00,UAE201,18301,412,Abnormal,4,895
23:35:30,UAE201,29758,453,Normal,3,1206
23:36:00,UAE201,9136,445,Normal,3,1913
23:36:30,UAE201,13976,404,Normal,1,790
23:37:00,UAE201,26550,400,Abnormal,5,2830
23:37:30,UAE201,27398,404,Normal,2,294
23:38:00,UAE201,20970,405,Abnormal,1,2934
23:38:30,UAE201,20010,469,Normal,2,1720
23:39:00,UAE201,19012,411,Normal,1,952
23:39:30,UAE201,5791,419,Normal,2,2697
23:40:00,UAE201,22248,488,Normal,0,1251
23:40:30,UAE201,10240,416,Normal,3,2024
23:41:00,UAE201,34533,415,Normal,5,2689
23:41:30,UAE201,17069,405,Abnormal,2,1960
23:42:00,UAE201,31669,415,Normal,3,788
23:42:30,UAE201,27994,492,Normal,5,1270
23:43:00,UAE201,17729,487,Abnormal,4,2387
23:43:30,UAE201,23045,449,Normal,4,2372
23:44:00,UAE201,28336,428,Normal,1,2880
23:44:30,UAE201,30603,449,Normal,0,1650
23:45:00,UAE201,34973,461,Abnormal,0,748
23:45:30,UAE201,37866,486,Normal,4,1334
23:46:00,UAE201,19528,471,Abnormal,1,1306
23:46:30,UAE201,28882,421,Abnormal,2,2105
23:47:00,UAE201,23540,405,Abnormal,1,2761
23:47:30,UAE201,34158,400,Normal,4,1376
23:48:00,UAE201,35129,418,Abnormal,1,2925
23:48:30,UAE201,32402,451,Normal,4,447
23:49:00,UAE201,31619,497,Normal,4,2387
23:49:30,UAE201,20008,406,Abnormal,2,2968
23:50:00,UAE201,25627,417,Normal,4,2115
23:50:30,UAE201,31554,439,Normal,0,2219
23:51:00,UAE201,5306,464,Abnormal,2,691
23:51:30,UAE201,13141,444,Normal,1,428
23:52:00,UAE201,39350,406,Normal,1,2783
23:52:30,UAE201,7803,491,Normal,0,480
23:53:00,UAE201,24049,413,Abnormal,5,1229
23:53:30,UAE201,15021,457,Abnormal,1,2719
23:54:00,UAE201,29579,460,Abnormal,1,596
23:54:30,UAE201,27253,486,Normal,4,451
23:55:00,UAE201,35423,407,Normal,5,2986
23:55:30,UAE201,37442,412,Normal,4,1027
23:56:00,UAE201,28162,431,Abnormal,2,881
23:56:30,UAE201,23105,495,Abnormal,3,2407
23:57:00,UAE201,6593,489,Abnormal,5,2111
23:57:30,UAE201,21098,454,Normal,2,643
23:58:00,UAE201,29561,436,Normal,0,692
23:58:30,UAE201,28867,440,Abnormal,1,2273
23:59:00,UAE201,9386,449,Abnormal,1,1554
23:59:30,UAE201,27509,415,Normal,2,2059
