Time,Position,Weather Condition,Wind Speed,Temperature
08:55:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,25°C
08:56:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,30°C
08:56:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,29°C
08:57:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,31°C
08:57:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,23°C
08:58:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,35°C
08:58:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,35°C
08:59:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,22°C
08:59:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,24°C
09:00:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,34°C
09:00:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,30°C
09:01:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,29°C
09:01:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,34°C
09:02:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,28°C
09:02:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,28°C
09:03:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,35°C
09:03:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,28°C
09:04:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,29°C
09:04:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,27°C
09:05:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,24°C
09:05:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,33°C
09:06:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,30°C
09:06:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,35°C
09:07:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,34°C
09:07:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,25°C
09:08:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,35°C
09:08:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,27°C
09:09:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,32°C
09:09:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,35°C
09:10:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,29°C
09:10:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,23°C
09:11:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,22°C
09:11:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,35°C
09:12:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,23°C
09:12:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,24°C
09:13:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,21°C
09:13:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,21°C
09:14:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,34°C
09:14:30,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,25°C
09:15:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,31°C
09:15:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,29°C
09:16:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,30°C
09:16:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,29°C
09:17:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,31°C
09:17:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,31°C
09:18:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,28°C
09:18:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,35°C
09:19:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,30°C
09:19:30,"('34.0837° N', '74.7973° E')",Fog,20 knots,33°C
09:20:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,35°C
09:20:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,31°C
09:21:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,25°C
09:21:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,26°C
09:22:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,25°C
09:22:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,33°C
09:23:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,35°C
09:23:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,27°C
09:24:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,25°C
09:24:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,35°C
09:25:00,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,20°C
09:25:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,35°C
09:26:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,29°C
09:26:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,25°C
09:27:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,26°C
09:27:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,35°C
09:28:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,33°C
09:28:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,34°C
09:29:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,29°C
09:29:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,28°C
09:30:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,26°C
09:30:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,34°C
09:31:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,22°C
09:31:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,22°C
09:32:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,23°C
09:32:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,30°C
09:33:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,26°C
09:33:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,31°C
09:34:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,22°C
09:34:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,21°C
09:35:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,27°C
09:35:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,23°C
09:36:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,29°C
09:36:30,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,25°C
09:37:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,31°C
09:37:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,29°C
09:38:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,33°C
09:38:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,35°C
09:39:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,23°C
09:39:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,24°C
09:40:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,30°C
09:40:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,32°C
09:41:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,28°C
09:41:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
09:42:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,24°C
09:42:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,26°C
09:43:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,32°C
09:43:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,29°C
09:44:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,27°C
09:44:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,28°C
09:45:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,20°C
09:45:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,23°C
09:46:00,"('26.0765° N', '56.2406° E')",Clear,10 knots,33°C
09:46:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,21°C
09:47:00,"('40.6413° N', '-73.7781° W')",Clear,10 knots,30°C
09:47:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,30°C
09:48:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,35°C
09:48:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,25°C
09:49:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,31°C
09:49:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,33°C
09:50:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,27°C
09:50:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,31°C
09:51:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,31°C
09:51:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,20°C
09:52:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,34°C
09:52:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,22°C
09:53:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,32°C
09:53:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,27°C
09:54:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,26°C
09:54:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,29°C
09:55:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,27°C
09:55:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,31°C
09:56:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,20°C
09:56:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
09:57:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,29°C
09:57:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,23°C
09:58:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,25°C
09:58:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,24°C
09:59:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,20°C
09:59:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,22°C
10:00:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,28°C
10:00:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,30°C
10:01:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,31°C
10:01:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,34°C
10:02:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,20°C
10:02:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,29°C
10:03:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,25°C
10:03:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,29°C
10:04:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,30°C
10:04:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,26°C
10:05:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,24°C
10:05:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,25°C
10:06:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,30°C
10:06:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,21°C
10:07:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,29°C
10:07:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,31°C
10:08:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,21°C
10:08:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,27°C
10:09:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,28°C
10:09:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,31°C
10:10:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,26°C
10:10:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,25°C
10:11:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,31°C
10:11:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,25°C
10:12:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,29°C
10:12:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,21°C
10:13:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,33°C
10:13:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,24°C
10:14:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,22°C
10:14:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,28°C
10:15:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,23°C
10:15:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,30°C
10:16:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,25°C
10:16:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,34°C
10:17:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,20°C
10:17:30,"('28.7041° N', '77.1025° E')",Fog,20 knots,24°C
10:18:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,29°C
10:18:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,32°C
10:19:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,25°C
10:19:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,30°C
10:20:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,21°C
10:20:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,33°C
10:21:00,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,34°C
10:21:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,33°C
10:22:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,26°C
10:22:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,30°C
10:23:00,"('28.7041° N', '77.1025° E')",Fog,10 knots,29°C
10:23:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,26°C
10:24:00,"('28.7041° N', '77.1025° E')",Fog,15 knots,34°C
10:24:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,30°C
10:25:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,25°C
10:25:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,32°C
10:26:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,27°C
10:26:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,30°C
10:27:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,22°C
10:27:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,30°C
10:28:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,34°C
10:28:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,21°C
10:29:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,30°C
10:29:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,23°C
10:30:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,26°C
10:30:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,28°C
10:31:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,33°C
10:31:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,28°C
10:32:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,26°C
10:32:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,29°C
10:33:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,35°C
10:33:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,32°C
10:34:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,32°C
10:34:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,29°C
10:35:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,31°C
10:35:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,35°C
10:36:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,22°C
10:36:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,22°C
10:37:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,23°C
10:37:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,32°C
10:38:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,35°C
10:38:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,32°C
10:39:00,"('28.7041° N', '77.1025° E')",Fog,20 knots,24°C
10:39:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,24°C
10:40:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,34°C
10:40:30,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,35°C
10:41:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,29°C
10:41:30,"('26.0765° N', '56.2406° E')",Clear,20 knots,32°C
10:42:00,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,21°C
10:42:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,25°C
10:43:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,27°C
10:43:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,22°C
10:44:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,28°C
10:44:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,29°C
10:45:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,23°C
10:45:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,24°C
10:46:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,33°C
10:46:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,34°C
10:47:00,"('40.6413° N', '-73.7781° W')",Clear,15 knots,24°C
10:47:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,24°C
10:48:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,24°C
10:48:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,24°C
10:49:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,30°C
10:49:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,30°C
10:50:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,24°C
10:50:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,28°C
10:51:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,35°C
10:51:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,30°C
10:52:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,23°C
10:52:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,32°C
10:53:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,20°C
10:53:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,21°C
10:54:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,25°C
10:54:30,"('25.2532° N', '55.3657° E')",Clear,10 knots,35°C
10:55:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,25°C
10:55:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,21°C
10:56:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,25°C
10:56:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,21°C
10:57:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,20°C
10:57:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,15 knots,34°C
10:58:00,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,29°C
10:58:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,21°C
10:59:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,23°C
10:59:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,27°C
11:00:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,30°C
11:00:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,35°C
11:01:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,35°C
11:01:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,30°C
11:02:00,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,27°C
11:02:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,35°C
11:03:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,34°C
11:03:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,28°C
11:04:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,20°C
11:04:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,23°C
11:05:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,27°C
11:05:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,29°C
11:06:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,22°C
11:06:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,25°C
11:07:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,30°C
11:07:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,31°C
11:08:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,35°C
11:08:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,27°C
11:09:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,29°C
11:09:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,29°C
11:10:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,26°C
11:10:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,24°C
11:11:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,27°C
11:11:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,34°C
11:12:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,29°C
11:12:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,25°C
11:13:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,34°C
11:13:30,"('26.0765° N', '56.2406° E')",Clear,20 knots,21°C
11:14:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,29°C
11:14:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,21°C
11:15:00,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,35°C
11:15:30,"('34.0837° N', '74.7973° E')",Clear,20 knots,20°C
11:16:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,23°C
11:16:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,28°C
11:17:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,34°C
11:17:30,"('25.2532° N', '55.3657° E')",Icing Conditions,20 knots,23°C
11:18:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,24°C
11:18:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,25°C
11:19:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,27°C
11:19:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,21°C
11:20:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,20°C
11:20:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,21°C
11:21:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,30°C
11:21:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,26°C
11:22:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,35°C
11:22:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,25°C
11:23:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,25°C
11:23:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,30°C
11:24:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,20°C
