Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
07:38:00,UAE201,"AAL614, KLM465, SWA156",3,164,Turn left for traffic avoidance
07:38:30,UAE201,"UAL740, SWA995, KLM157",12,181,Descend to avoid traffic
07:39:00,UAE201,"UAL429, JBU187, DAL701",12,204,Climb to avoid traffic
07:39:30,UAE201,"Qantas553, JBU932, DAL378",3,87,Climb to avoid traffic
07:40:00,UAE201,"SWA916, Emirates742, DAL601",7,275,Climb to avoid traffic
07:40:30,UAE201,"Lufthansa224, Emirates783, SWA871",3,342,Maintain separation
07:41:00,UAE201,"AFR907, UAL576, Qantas156",9,305,Climb to avoid traffic
07:41:30,UAE201,"Emirates254, Qantas534, BAW482",3,259,Climb to avoid traffic
07:42:00,UAE201,"Lufthansa287, UAL727, SWA507",5,202,Increase speed to avoid traffic conflict
07:42:30,UAE201,"Emirates234, AFR361, KLM608",11,275,Descend to avoid traffic
07:43:00,UAE201,"SWA595, Qantas995, DAL402",4,293,Increase speed to avoid traffic conflict
07:43:30,UAE201,"UAL330, Qantas462, Lufthansa381",14,202,Turn left for traffic avoidance
07:44:00,UAE201,"Emirates645, KLM734, SWA465",10,62,Maintain separation
07:44:30,UAE201,"BAW262, DAL844, AAL591",11,265,Descend to avoid traffic
07:45:00,UAE201,"AAL431, DAL506, BAW975",8,310,Turn left for traffic avoidance
07:45:30,UAE201,"AAL553, KLM827, Qantas460",4,220,Descend to avoid traffic
07:46:00,UAE201,"AFR633, UAL800, KLM472",11,247,Turn left for traffic avoidance
07:46:30,UAE201,"AFR917, SWA870, KLM550",8,305,Increase speed to avoid traffic conflict
07:47:00,UAE201,"KLM209, AFR436, BAW925",11,233,Turn left for traffic avoidance
07:47:30,UAE201,"BAW173, Qantas290, SWA914",13,190,Maintain separation
07:48:00,UAE201,"Lufthansa541, Qantas724, DAL407",11,20,Maintain separation
07:48:30,UAE201,"DAL251, SWA491, UAL301",11,30,Climb to avoid traffic
07:49:00,UAE201,"JBU202, DAL408, Emirates873",14,230,Maintain separation
07:49:30,UAE201,"Qantas842, JBU978, AAL654",10,273,Climb to avoid traffic
07:50:00,UAE201,"Qantas456, UAL210, Lufthansa690",10,115,Climb to avoid traffic
07:50:30,UAE201,"AFR353, Lufthansa398, UAL386",6,1,Maintain separation
07:51:00,UAE201,"Lufthansa924, Qantas262, SWA752",8,357,Descend to avoid traffic
07:51:30,UAE201,"UAL879, AFR215, KLM924",15,347,Increase speed to avoid traffic conflict
07:52:00,UAE201,"Qantas473, UAL448, AAL779",1,38,Climb to avoid traffic
07:52:30,UAE201,"JBU241, BAW952, AAL339",14,206,Maintain separation
07:53:00,UAE201,"JBU495, SWA180, AFR430",4,17,Descend to avoid traffic
07:53:30,UAE201,"AAL355, AFR503, BAW808",15,85,Increase speed to avoid traffic conflict
07:54:00,UAE201,"Lufthansa525, SWA655, UAL358",5,340,Descend to avoid traffic
07:54:30,UAE201,"Qantas833, BAW281, DAL769",14,300,Descend to avoid traffic
07:55:00,UAE201,"AAL294, UAL403, SWA940",8,306,Increase speed to avoid traffic conflict
07:55:30,UAE201,"SWA559, Lufthansa948, Qantas134",4,87,Turn left for traffic avoidance
07:56:00,UAE201,"SWA558, AFR573, Emirates893",11,57,Increase speed to avoid traffic conflict
07:56:30,UAE201,"SWA727, BAW140, UAL621",4,310,Turn left for traffic avoidance
07:57:00,UAE201,"AAL517, JBU203, SWA929",8,122,Increase speed to avoid traffic conflict
07:57:30,UAE201,"Emirates777, JBU936, Qantas571",11,39,Descend to avoid traffic
07:58:00,UAE201,"BAW542, KLM366, UAL209",11,350,Maintain separation
07:58:30,UAE201,"SWA121, BAW566, AFR624",13,30,Increase speed to avoid traffic conflict
07:59:00,UAE201,"KLM920, AAL572, UAL473",8,30,Climb to avoid traffic
07:59:30,UAE201,"SWA957, AFR479, BAW940",2,279,Descend to avoid traffic
08:00:00,UAE201,"UAL984, DAL448, Qantas899",6,120,Climb to avoid traffic
08:00:30,UAE201,"AAL719, BAW804, Lufthansa589",8,312,Climb to avoid traffic
08:01:00,UAE201,"Emirates826, DAL123, Qantas664",14,274,Increase speed to avoid traffic conflict
08:01:30,UAE201,"Emirates256, DAL171, UAL727",5,7,Climb to avoid traffic
08:02:00,UAE201,"KLM822, AAL887, AFR303",14,216,Maintain separation
08:02:30,UAE201,"JBU361, Qantas727, Lufthansa113",11,153,Maintain separation
08:03:00,UAE201,"BAW964, UAL469, AAL751",10,70,Increase speed to avoid traffic conflict
08:03:30,UAE201,"UAL944, JBU982, Lufthansa716",4,207,Descend to avoid traffic
08:04:00,UAE201,"Lufthansa904, UAL359, KLM376",3,109,Increase speed to avoid traffic conflict
08:04:30,UAE201,"Lufthansa695, DAL623, Qantas930",5,186,Maintain separation
08:05:00,UAE201,"Qantas681, DAL402, Emirates113",9,254,Increase speed to avoid traffic conflict
08:05:30,UAE201,"JBU908, AFR138, Emirates116",2,86,Turn left for traffic avoidance
08:06:00,UAE201,"JBU478, SWA159, DAL675",11,1,Turn left for traffic avoidance
08:06:30,UAE201,"BAW737, Lufthansa502, AAL915",11,360,Turn left for traffic avoidance
08:07:00,UAE201,"AFR721, JBU361, UAL506",9,229,Climb to avoid traffic
08:07:30,UAE201,"UAL669, Emirates549, Lufthansa597",5,11,Descend to avoid traffic
08:08:00,UAE201,"AAL796, KLM109, Emirates555",11,22,Increase speed to avoid traffic conflict
08:08:30,UAE201,"JBU261, DAL515, Emirates806",6,66,Climb to avoid traffic
08:09:00,UAE201,"JBU625, UAL411, Qantas882",15,166,Descend to avoid traffic
08:09:30,UAE201,"AFR626, SWA311, JBU202",8,180,Maintain separation
08:10:00,UAE201,"Emirates823, BAW666, KLM435",9,141,Maintain separation
08:10:30,UAE201,"Qantas718, AFR518, KLM291",2,171,Turn left for traffic avoidance
08:11:00,UAE201,"BAW890, AFR424, Emirates137",6,158,Turn left for traffic avoidance
08:11:30,UAE201,"Qantas938, Emirates471, Lufthansa452",3,234,Increase speed to avoid traffic conflict
08:12:00,UAE201,"Lufthansa171, BAW201, SWA436",3,222,Increase speed to avoid traffic conflict
08:12:30,UAE201,"Emirates553, SWA289, JBU502",8,158,Climb to avoid traffic
08:13:00,UAE201,"Emirates857, UAL331, AAL320",12,6,Maintain separation
08:13:30,UAE201,"KLM213, JBU501, Qantas197",14,187,Maintain separation
08:14:00,UAE201,"UAL442, JBU746, Qantas998",5,97,Climb to avoid traffic
08:14:30,UAE201,"AFR933, AAL945, BAW206",14,343,Maintain separation
08:15:00,UAE201,"AAL901, AFR119, UAL839",3,248,Descend to avoid traffic
08:15:30,UAE201,"JBU306, SWA998, AFR395",3,35,Climb to avoid traffic
08:16:00,UAE201,"UAL485, BAW124, DAL469",6,95,Climb to avoid traffic
08:16:30,UAE201,"UAL344, Lufthansa562, AAL726",4,68,Increase speed to avoid traffic conflict
08:17:00,UAE201,"AAL985, Emirates731, SWA326",13,139,Turn left for traffic avoidance
08:17:30,UAE201,"Qantas199, Lufthansa583, SWA874",14,168,Climb to avoid traffic
08:18:00,UAE201,"UAL853, JBU164, Emirates913",2,162,Maintain separation
08:18:30,UAE201,"Qantas583, UAL341, JBU202",4,21,Descend to avoid traffic
08:19:00,UAE201,"JBU468, Emirates834, BAW398",8,126,Descend to avoid traffic
08:19:30,UAE201,"AAL569, DAL237, Emirates638",3,257,Descend to avoid traffic
08:20:00,UAE201,"KLM148, AAL611, Emirates321",15,216,Climb to avoid traffic
08:20:30,UAE201,"Emirates943, Lufthansa234, BAW806",15,2,Climb to avoid traffic
08:21:00,UAE201,"Lufthansa236, UAL961, Emirates140",1,190,Maintain separation
08:21:30,UAE201,"JBU147, DAL778, SWA836",13,32,Increase speed to avoid traffic conflict
08:22:00,UAE201,"BAW517, Qantas148, Lufthansa518",13,161,Climb to avoid traffic
08:22:30,UAE201,"DAL864, Lufthansa300, Qantas387",9,264,Increase speed to avoid traffic conflict
08:23:00,UAE201,"KLM692, SWA851, JBU510",3,168,Increase speed to avoid traffic conflict
08:23:30,UAE201,"Emirates137, KLM325, AAL721",14,326,Maintain separation
08:24:00,UAE201,"DAL688, SWA978, AFR817",9,336,Maintain separation
08:24:30,UAE201,"BAW118, Emirates323, UAL379",7,287,Descend to avoid traffic
08:25:00,UAE201,"BAW119, UAL815, KLM858",7,341,Climb to avoid traffic
08:25:30,UAE201,"AAL459, AFR601, Emirates741",15,339,Turn left for traffic avoidance
08:26:00,UAE201,"Lufthansa265, BAW307, AFR404",6,38,Turn left for traffic avoidance
08:26:30,UAE201,"Lufthansa710, BAW783, JBU350",8,149,Turn left for traffic avoidance
08:27:00,UAE201,"Qantas734, JBU834, SWA800",10,76,Descend to avoid traffic
08:27:30,UAE201,"UAL643, Emirates946, SWA290",6,229,Climb to avoid traffic
08:28:00,UAE201,"Lufthansa125, Qantas861, UAL128",13,160,Descend to avoid traffic
08:28:30,UAE201,"DAL665, Qantas360, Emirates485",4,41,Climb to avoid traffic
08:29:00,UAE201,"UAL575, SWA799, BAW559",13,77,Increase speed to avoid traffic conflict
08:29:30,UAE201,"BAW707, JBU918, AFR460",9,100,Turn left for traffic avoidance
08:30:00,UAE201,"UAL121, BAW739, Emirates811",2,221,Descend to avoid traffic
08:30:30,UAE201,"SWA860, BAW891, DAL755",7,256,Maintain separation
08:31:00,UAE201,"UAL295, Emirates795, AAL650",8,48,Turn left for traffic avoidance
08:31:30,UAE201,"AAL440, KLM709, DAL277",10,316,Climb to avoid traffic
08:32:00,UAE201,"Lufthansa668, DAL391, UAL643",12,327,Increase speed to avoid traffic conflict
08:32:30,UAE201,"Qantas661, KLM902, JBU524",15,239,Descend to avoid traffic
08:33:00,UAE201,"Emirates439, BAW138, JBU903",3,76,Maintain separation
08:33:30,UAE201,"Lufthansa853, BAW320, KLM982",7,85,Climb to avoid traffic
08:34:00,UAE201,"AAL422, Emirates968, AFR334",10,92,Turn left for traffic avoidance
08:34:30,UAE201,"AAL212, Emirates263, Lufthansa313",1,338,Descend to avoid traffic
08:35:00,UAE201,"KLM480, Lufthansa767, Qantas700",6,272,Maintain separation
08:35:30,UAE201,"DAL626, SWA145, KLM189",10,42,Increase speed to avoid traffic conflict
08:36:00,UAE201,"Emirates838, DAL757, Qantas728",10,122,Climb to avoid traffic
08:36:30,UAE201,"AAL351, SWA233, UAL456",1,34,Descend to avoid traffic
08:37:00,UAE201,"JBU261, AAL477, BAW909",14,36,Descend to avoid traffic
08:37:30,UAE201,"KLM358, BAW493, SWA510",5,88,Descend to avoid traffic
08:38:00,UAE201,"AAL968, JBU537, SWA946",14,275,Increase speed to avoid traffic conflict
08:38:30,UAE201,"AAL363, DAL986, Qantas990",1,212,Increase speed to avoid traffic conflict
08:39:00,UAE201,"Qantas107, UAL544, Emirates112",7,358,Increase speed to avoid traffic conflict
08:39:30,UAE201,"Emirates822, AFR146, JBU536",1,227,Increase speed to avoid traffic conflict
08:40:00,UAE201,"AFR394, Lufthansa304, SWA131",10,227,Climb to avoid traffic
08:40:30,UAE201,"Lufthansa435, AAL566, KLM224",8,62,Increase speed to avoid traffic conflict
08:41:00,UAE201,"Lufthansa892, UAL756, SWA792",6,40,Climb to avoid traffic
08:41:30,UAE201,"BAW134, DAL566, Emirates191",11,105,Climb to avoid traffic
08:42:00,UAE201,"AAL431, Qantas391, SWA690",10,190,Climb to avoid traffic
08:42:30,UAE201,"AFR262, BAW202, Emirates420",10,261,Descend to avoid traffic
08:43:00,UAE201,"AAL809, Emirates283, DAL825",15,324,Maintain separation
08:43:30,UAE201,"KLM533, AFR959, Qantas710",8,142,Maintain separation
08:44:00,UAE201,"SWA649, Emirates906, Lufthansa885",8,308,Maintain separation
08:44:30,UAE201,"JBU968, Qantas488, Emirates349",7,195,Increase speed to avoid traffic conflict
08:45:00,UAE201,"JBU451, UAL426, AFR210",5,96,Descend to avoid traffic
08:45:30,UAE201,"Lufthansa957, AFR807, SWA675",5,106,Turn left for traffic avoidance
08:46:00,UAE201,"UAL109, BAW169, Emirates444",6,301,Maintain separation
08:46:30,UAE201,"UAL628, AFR994, KLM538",15,188,Increase speed to avoid traffic conflict
08:47:00,UAE201,"Qantas216, JBU214, UAL119",11,333,Climb to avoid traffic
08:47:30,UAE201,"SWA699, BAW216, Qantas774",11,278,Increase speed to avoid traffic conflict
08:48:00,UAE201,"BAW853, AFR639, Emirates672",7,227,Maintain separation
08:48:30,UAE201,"KLM274, AFR571, Emirates721",8,257,Descend to avoid traffic
08:49:00,UAE201,"Qantas619, AAL997, Lufthansa174",4,293,Climb to avoid traffic
08:49:30,UAE201,"AAL605, SWA205, UAL328",15,107,Climb to avoid traffic
08:50:00,UAE201,"KLM377, Lufthansa264, BAW220",5,78,Climb to avoid traffic
08:50:30,UAE201,"BAW715, KLM711, DAL190",9,159,Maintain separation
08:51:00,UAE201,"Lufthansa540, AAL416, BAW952",15,259,Maintain separation
08:51:30,UAE201,"KLM169, DAL681, UAL328",14,77,Turn left for traffic avoidance
08:52:00,UAE201,"KLM822, Qantas405, AAL578",6,355,Descend to avoid traffic
08:52:30,UAE201,"JBU997, SWA133, AAL870",10,249,Descend to avoid traffic
08:53:00,UAE201,"DAL836, AAL868, BAW119",14,82,Turn left for traffic avoidance
08:53:30,UAE201,"KLM239, Emirates627, BAW904",12,7,Climb to avoid traffic
08:54:00,UAE201,"UAL434, SWA453, KLM905",1,295,Maintain separation
08:54:30,UAE201,"JBU101, Qantas628, UAL226",14,332,Maintain separation
08:55:00,UAE201,"KLM362, AAL925, SWA528",5,136,Climb to avoid traffic
08:55:30,UAE201,"KLM653, BAW673, Qantas373",9,65,Turn left for traffic avoidance
08:56:00,UAE201,"BAW917, Emirates346, Qantas385",13,200,Descend to avoid traffic
08:56:30,UAE201,"AFR295, Lufthansa698, UAL626",6,344,Climb to avoid traffic
08:57:00,UAE201,"Emirates321, Qantas380, KLM353",10,355,Descend to avoid traffic
08:57:30,UAE201,"Qantas696, Lufthansa312, KLM592",8,293,Maintain separation
08:58:00,UAE201,"Qantas459, DAL228, Lufthansa403",10,111,Increase speed to avoid traffic conflict
08:58:30,UAE201,"BAW523, JBU749, Emirates118",12,9,Increase speed to avoid traffic conflict
08:59:00,UAE201,"DAL643, BAW563, UAL743",1,143,Maintain separation
08:59:30,UAE201,"DAL924, AAL642, SWA320",5,160,Descend to avoid traffic
09:00:00,UAE201,"DAL350, JBU227, KLM809",10,344,Maintain separation
09:00:30,UAE201,"DAL349, SWA919, UAL546",12,270,Climb to avoid traffic
09:01:00,UAE201,"AFR164, UAL437, Emirates837",9,302,Increase speed to avoid traffic conflict
09:01:30,UAE201,"UAL638, BAW340, Qantas710",5,58,Increase speed to avoid traffic conflict
09:02:00,UAE201,"Qantas296, SWA322, AFR187",15,60,Climb to avoid traffic
09:02:30,UAE201,"Qantas253, Emirates121, AAL918",15,297,Climb to avoid traffic
09:03:00,UAE201,"KLM537, DAL869, Emirates683",13,320,Turn left for traffic avoidance
09:03:30,UAE201,"DAL608, AFR237, SWA572",4,37,Descend to avoid traffic
09:04:00,UAE201,"SWA806, KLM359, DAL410",14,122,Climb to avoid traffic
09:04:30,UAE201,"Lufthansa111, BAW465, KLM701",13,322,Descend to avoid traffic
09:05:00,UAE201,"AAL708, KLM877, Qantas736",15,172,Increase speed to avoid traffic conflict
09:05:30,UAE201,"BAW909, AFR984, KLM721",4,280,Climb to avoid traffic
09:06:00,UAE201,"BAW826, KLM778, SWA947",12,1,Turn left for traffic avoidance
09:06:30,UAE201,"DAL878, AAL330, Emirates757",7,14,Descend to avoid traffic
09:07:00,UAE201,"UAL879, AFR484, SWA144",3,80,Descend to avoid traffic
09:07:30,UAE201,"KLM951, DAL554, UAL173",3,228,Descend to avoid traffic
09:08:00,UAE201,"SWA271, UAL263, Lufthansa224",5,178,Climb to avoid traffic
09:08:30,UAE201,"DAL422, Qantas454, Lufthansa221",13,43,Turn left for traffic avoidance
09:09:00,UAE201,"SWA962, Lufthansa210, JBU639",12,303,Maintain separation
09:09:30,UAE201,"AAL627, SWA316, Lufthansa600",1,329,Increase speed to avoid traffic conflict
09:10:00,UAE201,"Emirates161, SWA276, AAL375",5,279,Increase speed to avoid traffic conflict
09:10:30,UAE201,"BAW782, Lufthansa104, UAL699",5,263,Climb to avoid traffic
09:11:00,UAE201,"KLM223, JBU236, Qantas488",11,189,Climb to avoid traffic
09:11:30,UAE201,"Qantas865, AFR577, KLM540",6,75,Maintain separation
09:12:00,UAE201,"KLM718, UAL930, Lufthansa430",12,55,Increase speed to avoid traffic conflict
09:12:30,UAE201,"BAW855, JBU721, KLM862",15,166,Climb to avoid traffic
09:13:00,UAE201,"KLM936, SWA572, AAL404",11,111,Descend to avoid traffic
09:13:30,UAE201,"SWA770, Emirates596, BAW967",2,160,Maintain separation
09:14:00,UAE201,"UAL232, JBU615, Qantas937",9,285,Increase speed to avoid traffic conflict
09:14:30,UAE201,"Emirates366, AFR166, BAW757",14,352,Turn left for traffic avoidance
09:15:00,UAE201,"DAL576, KLM495, UAL392",13,21,Climb to avoid traffic
09:15:30,UAE201,"AFR243, KLM268, Emirates166",6,137,Maintain separation
09:16:00,UAE201,"AFR852, KLM326, Lufthansa708",7,86,Turn left for traffic avoidance
09:16:30,UAE201,"Lufthansa873, Emirates153, AAL951",9,65,Descend to avoid traffic
09:17:00,UAE201,"UAL412, Emirates473, Lufthansa278",15,60,Turn left for traffic avoidance
09:17:30,UAE201,"Lufthansa119, JBU357, BAW721",13,343,Climb to avoid traffic
09:18:00,UAE201,"UAL267, KLM104, Emirates519",8,36,Increase speed to avoid traffic conflict
09:18:30,UAE201,"SWA477, Emirates313, DAL941",9,282,Descend to avoid traffic
09:19:00,UAE201,"Lufthansa590, AAL728, Qantas724",2,73,Increase speed to avoid traffic conflict
09:19:30,UAE201,"UAL227, JBU703, Lufthansa784",8,217,Maintain separation
09:20:00,UAE201,"JBU853, KLM150, AAL196",12,54,Increase speed to avoid traffic conflict
09:20:30,UAE201,"SWA159, Emirates378, Qantas690",14,292,Maintain separation
09:21:00,UAE201,"SWA488, UAL678, KLM807",10,45,Descend to avoid traffic
09:21:30,UAE201,"UAL723, DAL588, SWA641",3,86,Maintain separation
09:22:00,UAE201,"KLM447, Lufthansa853, BAW989",11,34,Maintain separation
09:22:30,UAE201,"DAL935, Qantas329, AFR431",15,51,Increase speed to avoid traffic conflict
09:23:00,UAE201,"BAW316, Emirates348, KLM580",15,258,Increase speed to avoid traffic conflict
09:23:30,UAE201,"UAL180, DAL244, Lufthansa417",3,250,Descend to avoid traffic
09:24:00,UAE201,"Emirates465, AFR586, KLM481",5,6,Climb to avoid traffic
09:24:30,UAE201,"AAL665, UAL952, Qantas191",9,296,Turn left for traffic avoidance
09:25:00,UAE201,"UAL322, AAL991, JBU543",7,116,Climb to avoid traffic
09:25:30,UAE201,"Qantas429, AAL596, SWA907",4,5,Climb to avoid traffic
09:26:00,UAE201,"KLM712, Lufthansa343, AAL246",6,12,Maintain separation
09:26:30,UAE201,"BAW454, Qantas516, AFR789",11,47,Maintain separation
09:27:00,UAE201,"AFR800, JBU948, BAW219",12,211,Descend to avoid traffic
09:27:30,UAE201,"DAL386, JBU612, AFR243",10,269,Maintain separation
09:28:00,UAE201,"Emirates432, BAW330, DAL677",11,72,Maintain separation
09:28:30,UAE201,"BAW701, AAL748, Lufthansa941",3,21,Turn left for traffic avoidance
09:29:00,UAE201,"SWA887, KLM154, AAL672",12,94,Maintain separation
09:29:30,UAE201,"Qantas982, UAL130, Emirates993",13,220,Maintain separation
09:30:00,UAE201,"UAL421, KLM242, AAL758",1,119,Maintain separation
09:30:30,UAE201,"DAL752, AAL937, JBU124",11,175,Turn left for traffic avoidance
09:31:00,UAE201,"UAL606, SWA587, Lufthansa541",11,207,Increase speed to avoid traffic conflict
09:31:30,UAE201,"Emirates357, UAL949, JBU938",7,8,Increase speed to avoid traffic conflict
09:32:00,UAE201,"KLM781, BAW969, AAL644",12,172,Maintain separation
09:32:30,UAE201,"UAL851, BAW646, AFR444",12,121,Increase speed to avoid traffic conflict
09:33:00,UAE201,"BAW885, Emirates878, AAL656",5,78,Increase speed to avoid traffic conflict
09:33:30,UAE201,"SWA721, BAW548, Emirates669",6,11,Climb to avoid traffic
09:34:00,UAE201,"JBU905, Qantas317, SWA735",15,70,Increase speed to avoid traffic conflict
09:34:30,UAE201,"AAL689, BAW586, DAL966",12,249,Descend to avoid traffic
09:35:00,UAE201,"Qantas904, Lufthansa475, JBU570",9,238,Maintain separation
09:35:30,UAE201,"Emirates266, BAW858, KLM512",15,1,Increase speed to avoid traffic conflict
09:36:00,UAE201,"Qantas718, AFR188, Emirates747",3,145,Increase speed to avoid traffic conflict
09:36:30,UAE201,"AAL540, JBU457, UAL339",10,193,Maintain separation
09:37:00,UAE201,"DAL420, UAL680, BAW951",11,298,Climb to avoid traffic
09:37:30,UAE201,"AFR696, UAL880, Qantas980",11,336,Climb to avoid traffic
09:38:00,UAE201,"AFR572, Qantas700, Lufthansa279",4,124,Maintain separation
09:38:30,UAE201,"Lufthansa789, Emirates338, UAL417",9,277,Turn left for traffic avoidance
09:39:00,UAE201,"Lufthansa722, AAL588, UAL759",2,130,Maintain separation
09:39:30,UAE201,"SWA745, Qantas606, BAW682",13,51,Climb to avoid traffic
09:40:00,UAE201,"KLM396, Lufthansa329, BAW150",11,140,Descend to avoid traffic
09:40:30,UAE201,"SWA753, Lufthansa846, JBU190",11,61,Turn left for traffic avoidance
09:41:00,UAE201,"AFR609, Lufthansa237, KLM121",11,306,Increase speed to avoid traffic conflict
09:41:30,UAE201,"Emirates352, JBU123, BAW411",8,305,Increase speed to avoid traffic conflict
09:42:00,UAE201,"BAW447, AAL750, JBU391",1,47,Turn left for traffic avoidance
09:42:30,UAE201,"AAL375, SWA102, KLM628",3,265,Descend to avoid traffic
09:43:00,UAE201,"AFR587, KLM796, AAL205",13,103,Descend to avoid traffic
09:43:30,UAE201,"Lufthansa652, UAL115, Qantas192",2,124,Climb to avoid traffic
09:44:00,UAE201,"AAL486, AFR762, BAW828",2,288,Climb to avoid traffic
09:44:30,UAE201,"KLM992, DAL799, BAW630",2,86,Climb to avoid traffic
