Time,Call Sign,System,Status,Action Needed,Remarks
21:19:30,UAE201,Electrical,Critical,Manual override required,
21:20:00,UAE201,Landing Gear,Warning,System reset needed,
21:20:30,UAE201,Engine,Critical,Manual override required,
21:21:00,UAE201,Engine,Normal,Manual override required,
21:21:30,UAE201,Electrical,Warning,System reset needed,
21:22:00,UAE201,Hydraulics,Warning,Manual override required,
21:22:30,UAE201,Electrical,Critical,System reset needed,
21:23:00,UAE201,Hydraulics,Critical,No action needed,
21:23:30,UAE201,Hydraulics,Normal,No action needed,
21:24:00,UAE201,Avionics,Warning,No action needed,
21:24:30,UAE201,Engine,Critical,No action needed,
21:25:00,UAE201,Hydraulics,Warning,Manual override required,
21:25:30,UAE201,Hydraulics,Warning,Manual override required,
21:26:00,UAE201,Landing Gear,Critical,Manual override required,
21:26:30,UAE201,Electrical,Warning,Manual override required,
21:27:00,UAE201,Hydraulics,Critical,System reset needed,
21:27:30,UAE201,Engine,Normal,System reset needed,
21:28:00,UAE201,Landing Gear,Critical,System reset needed,
21:28:30,UAE201,Hydraulics,Normal,No action needed,
21:29:00,UAE201,Engine,Critical,No action needed,
21:29:30,UAE201,Avionics,Critical,Manual override required,
21:30:00,UAE201,Hydraulics,Warning,No action needed,
21:30:30,UAE201,Hydraulics,Normal,Manual override required,
21:31:00,UAE201,Engine,Normal,System reset needed,
21:31:30,UAE201,Electrical,Critical,Manual override required,
21:32:00,UAE201,Avionics,Warning,Manual override required,
21:32:30,UAE201,Landing Gear,Critical,Manual override required,
21:33:00,UAE201,Landing Gear,Critical,No action needed,
21:33:30,UAE201,Avionics,Normal,No action needed,
21:34:00,UAE201,Engine,Critical,No action needed,
21:34:30,UAE201,Hydraulics,Normal,Manual override required,
21:35:00,UAE201,Engine,Normal,Manual override required,
21:35:30,UAE201,Avionics,Normal,Manual override required,
21:36:00,UAE201,Electrical,Critical,No action needed,
21:36:30,UAE201,Engine,Warning,No action needed,
21:37:00,UAE201,Landing Gear,Critical,No action needed,
21:37:30,UAE201,Avionics,Warning,No action needed,
21:38:00,UAE201,Landing Gear,Normal,System reset needed,
21:38:30,UAE201,Landing Gear,Normal,No action needed,
21:39:00,UAE201,Landing Gear,Warning,System reset needed,
21:39:30,UAE201,Avionics,Critical,Manual override required,
21:40:00,UAE201,Electrical,Warning,Manual override required,
21:40:30,UAE201,Avionics,Normal,No action needed,
21:41:00,UAE201,Hydraulics,Critical,Manual override required,
21:41:30,UAE201,Electrical,Critical,No action needed,
21:42:00,UAE201,Engine,Critical,Manual override required,
21:42:30,UAE201,Hydraulics,Normal,Manual override required,
21:43:00,UAE201,Avionics,Warning,No action needed,
21:43:30,UAE201,Engine,Critical,System reset needed,
21:44:00,UAE201,Avionics,Normal,No action needed,
21:44:30,UAE201,Electrical,Warning,Manual override required,
21:45:00,UAE201,Electrical,Critical,System reset needed,
21:45:30,UAE201,Hydraulics,Critical,System reset needed,
21:46:00,UAE201,Avionics,Warning,System reset needed,
21:46:30,UAE201,Electrical,Warning,No action needed,
21:47:00,UAE201,Electrical,Normal,System reset needed,
21:47:30,UAE201,Engine,Warning,Manual override required,
21:48:00,UAE201,Engine,Normal,System reset needed,
21:48:30,UAE201,Electrical,Critical,Manual override required,
21:49:00,UAE201,Electrical,Critical,No action needed,
21:49:30,UAE201,Avionics,Critical,Manual override required,
21:50:00,UAE201,Hydraulics,Critical,System reset needed,
21:50:30,UAE201,Hydraulics,Warning,System reset needed,
21:51:00,UAE201,Electrical,Normal,No action needed,
21:51:30,UAE201,Electrical,Normal,System reset needed,
21:52:00,UAE201,Landing Gear,Critical,Manual override required,
21:52:30,UAE201,Landing Gear,Critical,No action needed,
21:53:00,UAE201,Electrical,Normal,System reset needed,
21:53:30,UAE201,Electrical,Normal,No action needed,
21:54:00,UAE201,Hydraulics,Critical,Manual override required,
21:54:30,UAE201,Electrical,Warning,System reset needed,
21:55:00,UAE201,Landing Gear,Normal,No action needed,
21:55:30,UAE201,Engine,Normal,No action needed,
21:56:00,UAE201,Avionics,Warning,System reset needed,
21:56:30,UAE201,Landing Gear,Normal,Manual override required,
21:57:00,UAE201,Hydraulics,Critical,No action needed,
21:57:30,UAE201,Engine,Critical,No action needed,
21:58:00,UAE201,Avionics,Critical,No action needed,
21:58:30,UAE201,Landing Gear,Normal,No action needed,
21:59:00,UAE201,Avionics,Normal,System reset needed,
21:59:30,UAE201,Avionics,Warning,No action needed,
22:00:00,UAE201,Electrical,Warning,No action needed,
22:00:30,UAE201,Engine,Critical,System reset needed,
22:01:00,UAE201,Electrical,Critical,No action needed,
22:01:30,UAE201,Electrical,Warning,System reset needed,
22:02:00,UAE201,Electrical,Normal,System reset needed,
22:02:30,UAE201,Hydraulics,Critical,Manual override required,
22:03:00,UAE201,Landing Gear,Critical,System reset needed,
22:03:30,UAE201,Electrical,Normal,No action needed,
22:04:00,UAE201,Landing Gear,Normal,No action needed,
22:04:30,UAE201,Avionics,Normal,No action needed,
22:05:00,UAE201,Landing Gear,Normal,No action needed,
22:05:30,UAE201,Avionics,Warning,No action needed,
22:06:00,UAE201,Avionics,Warning,Manual override required,
22:06:30,UAE201,Avionics,Warning,System reset needed,
22:07:00,UAE201,Hydraulics,Normal,Manual override required,
22:07:30,UAE201,Avionics,Critical,Manual override required,
22:08:00,UAE201,Hydraulics,Critical,No action needed,
22:08:30,UAE201,Engine,Critical,System reset needed,
22:09:00,UAE201,Avionics,Critical,System reset needed,
22:09:30,UAE201,Engine,Warning,System reset needed,
22:10:00,UAE201,Avionics,Normal,No action needed,
22:10:30,UAE201,Engine,Normal,No action needed,
22:11:00,UAE201,Electrical,Warning,System reset needed,
22:11:30,UAE201,Electrical,Normal,System reset needed,
22:12:00,UAE201,Hydraulics,Warning,Manual override required,
22:12:30,UAE201,Avionics,Warning,Manual override required,
22:13:00,UAE201,Electrical,Normal,No action needed,
22:13:30,UAE201,Engine,Critical,Manual override required,
22:14:00,UAE201,Avionics,Critical,System reset needed,
22:14:30,UAE201,Landing Gear,Warning,No action needed,
22:15:00,UAE201,Hydraulics,Normal,No action needed,
22:15:30,UAE201,Landing Gear,Critical,Manual override required,
22:16:00,UAE201,Avionics,Warning,No action needed,
22:16:30,UAE201,Avionics,Critical,No action needed,
22:17:00,UAE201,Hydraulics,Normal,System reset needed,
22:17:30,UAE201,Engine,Warning,Manual override required,
22:18:00,UAE201,Electrical,Warning,System reset needed,
22:18:30,UAE201,Hydraulics,Normal,No action needed,
22:19:00,UAE201,Hydraulics,Normal,Manual override required,
22:19:30,UAE201,Landing Gear,Normal,System reset needed,
22:20:00,UAE201,Landing Gear,Normal,Manual override required,
22:20:30,UAE201,Electrical,Warning,System reset needed,
22:21:00,UAE201,Avionics,Normal,System reset needed,
22:21:30,UAE201,Hydraulics,Critical,No action needed,
22:22:00,UAE201,Landing Gear,Normal,Manual override required,
22:22:30,UAE201,Electrical,Critical,System reset needed,
22:23:00,UAE201,Electrical,Warning,No action needed,
22:23:30,UAE201,Avionics,Normal,No action needed,
22:24:00,UAE201,Landing Gear,Warning,No action needed,
22:24:30,UAE201,Avionics,Critical,No action needed,
22:25:00,UAE201,Engine,Normal,Manual override required,
22:25:30,UAE201,Hydraulics,Warning,Manual override required,
22:26:00,UAE201,Avionics,Normal,System reset needed,
22:26:30,UAE201,Engine,Critical,Manual override required,
22:27:00,UAE201,Avionics,Warning,No action needed,
22:27:30,UAE201,Electrical,Normal,System reset needed,
22:28:00,UAE201,Hydraulics,Normal,Manual override required,
22:28:30,UAE201,Landing Gear,Critical,Manual override required,
22:29:00,UAE201,Electrical,Critical,No action needed,
22:29:30,UAE201,Avionics,Critical,Manual override required,
22:30:00,UAE201,Engine,Warning,No action needed,
22:30:30,UAE201,Landing Gear,Normal,No action needed,
22:31:00,UAE201,Avionics,Normal,Manual override required,
22:31:30,UAE201,Engine,Critical,System reset needed,
22:32:00,UAE201,Avionics,Normal,Manual override required,
22:32:30,UAE201,Electrical,Warning,Manual override required,
22:33:00,UAE201,Engine,Normal,No action needed,
22:33:30,UAE201,Landing Gear,Warning,System reset needed,
22:34:00,UAE201,Hydraulics,Warning,No action needed,
22:34:30,UAE201,Engine,Warning,No action needed,
22:35:00,UAE201,Electrical,Normal,System reset needed,
22:35:30,UAE201,Engine,Warning,System reset needed,
22:36:00,UAE201,Electrical,Critical,System reset needed,
22:36:30,UAE201,Electrical,Critical,Manual override required,
22:37:00,UAE201,Hydraulics,Warning,Manual override required,
22:37:30,UAE201,Hydraulics,Critical,No action needed,
22:38:00,UAE201,Electrical,Normal,System reset needed,
22:38:30,UAE201,Hydraulics,Normal,Manual override required,
22:39:00,UAE201,Engine,Critical,No action needed,
22:39:30,UAE201,Engine,Critical,No action needed,
22:40:00,UAE201,Landing Gear,Normal,No action needed,
22:40:30,UAE201,Engine,Warning,System reset needed,
22:41:00,UAE201,Electrical,Normal,No action needed,
22:41:30,UAE201,Engine,Normal,System reset needed,
22:42:00,UAE201,Avionics,Normal,No action needed,
22:42:30,UAE201,Avionics,Critical,Manual override required,
22:43:00,UAE201,Avionics,Normal,Manual override required,
22:43:30,UAE201,Hydraulics,Warning,No action needed,
22:44:00,UAE201,Hydraulics,Normal,No action needed,
22:44:30,UAE201,Electrical,Warning,Manual override required,
22:45:00,UAE201,Engine,Warning,System reset needed,
22:45:30,UAE201,Avionics,Warning,System reset needed,
22:46:00,UAE201,Avionics,Warning,No action needed,
22:46:30,UAE201,Avionics,Critical,System reset needed,
22:47:00,UAE201,Avionics,Critical,No action needed,
22:47:30,UAE201,Electrical,Normal,Manual override required,
22:48:00,UAE201,Engine,Warning,System reset needed,
22:48:30,UAE201,Hydraulics,Warning,Manual override required,
22:49:00,UAE201,Landing Gear,Warning,No action needed,
22:49:30,UAE201,Landing Gear,Warning,Manual override required,
22:50:00,UAE201,Landing Gear,Warning,System reset needed,
22:50:30,UAE201,Avionics,Normal,Manual override required,
22:51:00,UAE201,Electrical,Critical,Manual override required,
22:51:30,UAE201,Avionics,Normal,No action needed,
22:52:00,UAE201,Electrical,Normal,No action needed,
22:52:30,UAE201,Landing Gear,Warning,System reset needed,
22:53:00,UAE201,Avionics,Warning,Manual override required,
22:53:30,UAE201,Engine,Normal,Manual override required,
22:54:00,UAE201,Avionics,Normal,Manual override required,
22:54:30,UAE201,Landing Gear,Critical,No action needed,
22:55:00,UAE201,Engine,Normal,System reset needed,
22:55:30,UAE201,Avionics,Warning,System reset needed,
22:56:00,UAE201,Engine,Critical,Manual override required,
22:56:30,UAE201,Hydraulics,Normal,System reset needed,
22:57:00,UAE201,Landing Gear,Critical,Manual override required,
22:57:30,UAE201,Landing Gear,Warning,No action needed,
22:58:00,UAE201,Avionics,Normal,Manual override required,
22:58:30,UAE201,Landing Gear,Critical,Manual override required,
22:59:00,UAE201,Avionics,Warning,Manual override required,
22:59:30,UAE201,Landing Gear,Normal,No action needed,
23:00:00,UAE201,Hydraulics,Critical,Manual override required,
23:00:30,UAE201,Electrical,Normal,Manual override required,
23:01:00,UAE201,Avionics,Warning,No action needed,
23:01:30,UAE201,Electrical,Warning,No action needed,
23:02:00,UAE201,Engine,Normal,System reset needed,
23:02:30,UAE201,Electrical,Normal,System reset needed,
23:03:00,UAE201,Avionics,Warning,No action needed,
23:03:30,UAE201,Electrical,Warning,Manual override required,
23:04:00,UAE201,Avionics,Critical,System reset needed,
23:04:30,UAE201,Landing Gear,Warning,No action needed,
23:05:00,UAE201,Landing Gear,Normal,No action needed,
23:05:30,UAE201,Landing Gear,Normal,No action needed,
23:06:00,UAE201,Electrical,Critical,Manual override required,
23:06:30,UAE201,Engine,Normal,System reset needed,
23:07:00,UAE201,Landing Gear,Warning,System reset needed,
23:07:30,UAE201,Engine,Critical,Manual override required,
23:08:00,UAE201,Electrical,Critical,System reset needed,
23:08:30,UAE201,Avionics,Normal,Manual override required,
23:09:00,UAE201,Engine,Warning,Manual override required,
23:09:30,UAE201,Avionics,Normal,No action needed,
23:10:00,UAE201,Avionics,Normal,System reset needed,
23:10:30,UAE201,Avionics,Warning,System reset needed,
23:11:00,UAE201,Engine,Critical,Manual override required,
23:11:30,UAE201,Landing Gear,Normal,Manual override required,
23:12:00,UAE201,Landing Gear,Warning,Manual override required,
23:12:30,UAE201,Electrical,Critical,No action needed,
23:13:00,UAE201,Landing Gear,Warning,No action needed,
23:13:30,UAE201,Electrical,Warning,System reset needed,
23:14:00,UAE201,Avionics,Critical,Manual override required,
23:14:30,UAE201,Landing Gear,Warning,System reset needed,
23:15:00,UAE201,Engine,Normal,System reset needed,
23:15:30,UAE201,Avionics,Normal,System reset needed,
23:16:00,UAE201,Avionics,Normal,No action needed,
23:16:30,UAE201,Landing Gear,Warning,System reset needed,
23:17:00,UAE201,Engine,Normal,System reset needed,
23:17:30,UAE201,Hydraulics,Warning,Manual override required,
23:18:00,UAE201,Electrical,Critical,System reset needed,
23:18:30,UAE201,Engine,Warning,Manual override required,
23:19:00,UAE201,Engine,Warning,No action needed,
23:19:30,UAE201,Avionics,Critical,Manual override required,
23:20:00,UAE201,Engine,Critical,Manual override required,
23:20:30,UAE201,Hydraulics,Warning,Manual override required,
23:21:00,UAE201,Electrical,Normal,Manual override required,
23:21:30,UAE201,Hydraulics,Normal,No action needed,
23:22:00,UAE201,Engine,Normal,No action needed,
23:22:30,UAE201,Landing Gear,Warning,No action needed,
23:23:00,UAE201,Electrical,Normal,No action needed,
23:23:30,UAE201,Hydraulics,Critical,No action needed,
23:24:00,UAE201,Hydraulics,Critical,No action needed,
23:24:30,UAE201,Hydraulics,Warning,System reset needed,
23:25:00,UAE201,Hydraulics,Normal,No action needed,
23:25:30,UAE201,Engine,Warning,Manual override required,
23:26:00,UAE201,Avionics,Critical,No action needed,
23:26:30,UAE201,Landing Gear,Normal,Manual override required,
23:27:00,UAE201,Landing Gear,Warning,Manual override required,
23:27:30,UAE201,Avionics,Warning,No action needed,
23:28:00,UAE201,Electrical,Critical,No action needed,
23:28:30,UAE201,Electrical,Critical,No action needed,
23:29:00,UAE201,Engine,Normal,Manual override required,
23:29:30,UAE201,Landing Gear,Critical,Manual override required,
23:30:00,UAE201,Engine,Critical,No action needed,
23:30:30,UAE201,Landing Gear,Warning,No action needed,
23:31:00,UAE201,Landing Gear,Warning,No action needed,
23:31:30,UAE201,Avionics,Normal,No action needed,
23:32:00,UAE201,Electrical,Warning,System reset needed,
23:32:30,UAE201,Engine,Warning,No action needed,
23:33:00,UAE201,Electrical,Critical,Manual override required,
23:33:30,UAE201,Avionics,Normal,System reset needed,
23:34:00,UAE201,Landing Gear,Critical,No action needed,
23:34:30,UAE201,Electrical,Warning,No action needed,
23:35:00,UAE201,Avionics,Normal,No action needed,
23:35:30,UAE201,Landing Gear,Critical,No action needed,
23:36:00,UAE201,Landing Gear,Critical,No action needed,
23:36:30,UAE201,Electrical,Warning,System reset needed,
23:37:00,UAE201,Electrical,Normal,Manual override required,
23:37:30,UAE201,Electrical,Warning,Manual override required,
23:38:00,UAE201,Hydraulics,Warning,Manual override required,
23:38:30,UAE201,Electrical,Warning,Manual override required,
23:39:00,UAE201,Avionics,Critical,Manual override required,
23:39:30,UAE201,Landing Gear,Critical,System reset needed,
23:40:00,UAE201,Landing Gear,Warning,System reset needed,
23:40:30,UAE201,Hydraulics,Normal,System reset needed,
23:41:00,UAE201,Electrical,Critical,Manual override required,
23:41:30,UAE201,Engine,Critical,No action needed,
23:42:00,UAE201,Landing Gear,Normal,No action needed,
23:42:30,UAE201,Avionics,Warning,System reset needed,
23:43:00,UAE201,Avionics,Critical,Manual override required,
23:43:30,UAE201,Avionics,Normal,Manual override required,
23:44:00,UAE201,Landing Gear,Normal,System reset needed,
23:44:30,UAE201,Landing Gear,Normal,System reset needed,
23:45:00,UAE201,Landing Gear,Normal,Manual override required,
23:45:30,UAE201,Landing Gear,Warning,System reset needed,
23:46:00,UAE201,Engine,Normal,No action needed,
23:46:30,UAE201,Engine,Warning,System reset needed,
23:47:00,UAE201,Hydraulics,Critical,System reset needed,
23:47:30,UAE201,Avionics,Warning,System reset needed,
23:48:00,UAE201,Avionics,Normal,No action needed,
23:48:30,UAE201,Engine,Critical,No action needed,
23:49:00,UAE201,Avionics,Warning,System reset needed,
23:49:30,UAE201,Engine,Critical,Manual override required,
23:50:00,UAE201,Hydraulics,Normal,No action needed,
23:50:30,UAE201,Avionics,Normal,Manual override required,
23:51:00,UAE201,Electrical,Warning,No action needed,
23:51:30,UAE201,Avionics,Warning,System reset needed,
23:52:00,UAE201,Avionics,Critical,No action needed,
23:52:30,UAE201,Hydraulics,Warning,System reset needed,
23:53:00,UAE201,Electrical,Warning,Manual override required,
23:53:30,UAE201,Landing Gear,Critical,No action needed,
23:54:00,UAE201,Engine,Normal,Manual override required,
23:54:30,UAE201,Avionics,Critical,No action needed,
23:55:00,UAE201,Engine,Normal,System reset needed,
23:55:30,UAE201,Engine,Warning,System reset needed,
23:56:00,UAE201,Electrical,Warning,System reset needed,
23:56:30,UAE201,Avionics,Critical,Manual override required,
23:57:00,UAE201,Avionics,Critical,Manual override required,
23:57:30,UAE201,Hydraulics,Normal,No action needed,
23:58:00,UAE201,Landing Gear,Warning,Manual override required,
23:58:30,UAE201,Avionics,Critical,No action needed,
23:59:00,UAE201,Landing Gear,Normal,Manual override required,
23:59:30,UAE201,Engine,Warning,No action needed,
