Time (UTC),Flight Number,Call Sign,Aircraft Type,Communication Type,Communication Content,Altitude (ft),Speed (knots),Heading (degrees),"Position (Latitude°, Longitude°)",Weather Update,NOTAMs,Navigational Information,Flight Manual Reference,Summary
16:54:00,ABY120,ABY120,Boeing 737 MAX,Pilot Report,"Passing FL0, climbing to FL380.",0,3,147,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
16:54:30,FDB114,FDB114,Airbus A380,ATC Instruction,Climb and maintain 15000 feet.,15000,70,316,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
16:55:00,FDB124,FDB124,Boeing 787,Weather Update,Wind shear reported on final approach runway 30L.,38000,500,130,"25.2532° N, 55.3657° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
16:55:30,UAE152,UAE152,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,25000,104,241,"24.9180° N, 55.0728° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
16:56:00,UAE143,UAE143,Boeing 787,Pilot Acknowledgment,"Cleared for takeoff runway 30R, UAE143.",5000,466,325,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
16:56:30,UAE103,UAE103,Boeing 737 MAX,Pilot Acknowledgment,"Proceeding direct to DESDI, UAE103.",10000,392,78,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
16:57:00,ABY103,ABY103,Boeing 737 MAX,Weather Update,Wind shear reported on final approach runway 30L.,38000,145,216,"24.4560° N, 54.6374° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
16:57:30,ETD130,ETD130,Airbus A320,ATC Instruction,"Turn left heading 322, vectors for traffic.",5000,353,322,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
16:58:00,ETD150,ETD150,Boeing 787,NOTAM Alert,Navigation aid VOR DUB out of service.,25000,377,51,"25.2532° N, 55.3657° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
16:58:30,FDB180,FDB180,Airbus A380,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,0,128,219,"25.2532° N, 55.3657° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
16:59:00,ABY177,ABY177,Airbus A380,Pilot Report,Engine 2 showing abnormal vibrations.,41000,147,129,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
16:59:30,ABY143,ABY143,Airbus A320,Weather Update,Wind shear reported on final approach runway 30L.,10000,424,294,"25.2532° N, 55.3657° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:00:00,ETD109,ETD109,Airbus A320,ATC Instruction,Cleared for takeoff runway 30R.,35000,109,151,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:00:30,FDB146,FDB146,Boeing 787,Pilot Acknowledgment,"Descend to 10000 feet, expect ILS 09L, FDB146.",10000,107,107,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:01:00,UAE196,UAE196,Airbus A320,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,10000,45,342,"25.2532° N, 55.3657° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:01:30,FDB118,FDB118,Airbus A380,Pilot Acknowledgment,"Maintaining present speed, FDB118.",0,226,260,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:02:00,UAE192,UAE192,Boeing 787,Pilot Report,Requesting vectors for weather avoidance.,35000,438,213,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:02:30,UAE142,UAE142,Airbus A380,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,0,384,198,"24.4560° N, 54.6374° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:03:00,ETD185,ETD185,Boeing 787,Weather Update,Wind shear reported on final approach runway 30L.,15000,39,309,"25.3286° N, 55.5171° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:03:30,FDB164,FDB164,Boeing 787,Pilot Report,"Passing FL0, climbing to FL380.",0,17,223,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:04:00,FDB134,FDB134,Boeing 737 MAX,Pilot Acknowledgment,"Switching to 125.5, FDB134.",10000,250,228,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:04:30,UAE164,UAE164,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,3000,84,328,"25.2532° N, 55.3657° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:05:00,UAE197,UAE197,Boeing 777,Pilot Report,"Runway vacated, taxiing to gate.",15000,392,357,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:05:30,UAE188,UAE188,Boeing 787,Pilot Acknowledgment,"Switching to 125.5, UAE188.",35000,422,314,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:06:00,FDB100,FDB100,Airbus A380,NOTAM Alert,Navigation aid VOR DUB out of service.,20000,96,281,"24.9180° N, 55.0728° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:06:30,ETD158,ETD158,Boeing 777,Pilot Acknowledgment,"Left heading 309, ETD158.",30000,313,309,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:07:00,ETD151,ETD151,Boeing 787,Pilot Acknowledgment,"Maintaining present speed, ETD151.",3000,381,166,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:07:30,ABY117,ABY117,Boeing 787,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,0,43,109,"25.2532° N, 55.3657° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:08:00,FDB169,FDB169,Airbus A320,ATC Instruction,Contact departure on 125.5.,30000,450,264,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:08:30,UAE135,UAE135,Airbus A380,Pilot Report,Experiencing moderate turbulence at FL250.,25000,108,310,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:09:00,UAE111,UAE111,Airbus A380,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,30000,206,57,"25.2532° N, 55.3657° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:09:30,FDB101,FDB101,Boeing 737 MAX,ATC Instruction,Proceed direct to waypoint DESDI.,41000,293,176,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:10:00,UAE100,UAE100,Boeing 777,ATC Instruction,Climb and maintain 35000 feet.,35000,475,157,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:10:30,FDB178,FDB178,Boeing 787,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,5000,156,100,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:11:00,UAE175,UAE175,Boeing 787,Pilot Acknowledgment,"Proceeding direct to DESDI, UAE175.",3000,479,212,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:11:30,FDB179,FDB179,Boeing 787,Pilot Acknowledgment,"Cleared for takeoff runway 30R, FDB179.",38000,145,339,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:12:00,UAE170,UAE170,Boeing 787,Pilot Report,Requesting vectors for weather avoidance.,10000,481,97,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:12:30,ETD169,ETD169,Airbus A320,NOTAM Alert,Temporary flight restriction active over area OM999.,0,17,226,"24.9180° N, 55.0728° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:13:00,FDB158,FDB158,Airbus A320,ATC Instruction,Cleared for takeoff runway 30R.,30000,78,209,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:13:30,ABY158,ABY158,Boeing 787,Pilot Report,Experiencing moderate turbulence at FL300.,30000,221,188,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:14:00,FDB109,FDB109,Airbus A320,Pilot Acknowledgment,"Maintaining present speed, FDB109.",5000,382,206,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:14:30,UAE107,UAE107,Boeing 777,Pilot Acknowledgment,"Descend to 38000 feet, expect ILS 09L, UAE107.",38000,166,101,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:15:00,ABY135,ABY135,Airbus A320,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,25000,302,4,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:15:30,FDB159,FDB159,Airbus A320,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,38000,146,116,"25.2532° N, 55.3657° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:16:00,UAE147,UAE147,Airbus A320,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,35000,115,170,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:16:30,UAE155,UAE155,Boeing 777,Pilot Acknowledgment,"Maintaining present speed, UAE155.",5000,249,256,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:17:00,UAE167,UAE167,Airbus A320,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,38000,54,338,"26.0765° N, 56.2406° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:17:30,ABY130,ABY130,Airbus A380,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,30000,407,231,"25.2532° N, 55.3657° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:18:00,FDB175,FDB175,Boeing 737 MAX,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,0,355,214,"25.2532° N, 55.3657° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:18:30,ABY191,ABY191,Boeing 787,Pilot Report,Engine 2 showing abnormal vibrations.,25000,423,49,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:19:00,UAE123,UAE123,Boeing 737 MAX,Pilot Acknowledgment,"Switching to 125.5, UAE123.",10000,142,303,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:19:30,FDB112,FDB112,Boeing 777,ATC Instruction,Expect holding at waypoint PASOV.,30000,34,135,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:20:00,UAE114,UAE114,Airbus A380,ATC Instruction,"Descend and maintain 25000 feet, expect ILS approach runway 09L.",25000,484,266,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:20:30,ETD104,ETD104,Boeing 777,Pilot Acknowledgment,"Maintaining present speed, ETD104.",25000,163,250,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:21:00,UAE115,UAE115,Airbus A320,ATC Instruction,"Descend and maintain 35000 feet, expect ILS approach runway 09L.",35000,94,4,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:21:30,ETD114,ETD114,Airbus A320,NOTAM Alert,Navigation aid VOR DUB out of service.,3000,254,216,"25.2532° N, 55.3657° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:22:00,FDB148,FDB148,Boeing 777,Pilot Acknowledgment,"Cleared for takeoff runway 30R, FDB148.",3000,414,158,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:22:30,UAE184,UAE184,Airbus A380,Weather Update,Wind shear reported on final approach runway 30L.,5000,55,295,"25.3286° N, 55.5171° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:23:00,ETD102,ETD102,Airbus A320,Pilot Report,"Holding short of runway 12L, ready for departure.",30000,404,289,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:23:30,ETD115,ETD115,Boeing 787,NOTAM Alert,GPS interference reported near waypoint ORSAR.,38000,65,259,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:24:00,UAE134,UAE134,Boeing 787,Weather Update,Wind shear reported on final approach runway 30L.,30000,389,304,"24.4560° N, 54.6374° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:24:30,UAE197,UAE197,Boeing 777,Pilot Report,"Established on localizer, runway in sight.",30000,70,305,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:25:00,ETD145,ETD145,Boeing 777,Pilot Report,"Holding short of runway 12L, ready for departure.",15000,59,93,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:25:30,ABY164,ABY164,Boeing 737 MAX,Pilot Report,Engine 2 showing abnormal vibrations.,35000,477,183,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:26:00,ABY177,ABY177,Boeing 737 MAX,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ABY177.",35000,375,182,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:26:30,UAE116,UAE116,Airbus A380,NOTAM Alert,Temporary flight restriction active over area OM999.,20000,435,128,"25.2532° N, 55.3657° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:27:00,ABY144,ABY144,Airbus A320,Pilot Acknowledgment,"Proceeding direct to DESDI, ABY144.",3000,398,172,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
17:27:30,ETD115,ETD115,Airbus A320,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,41000,273,43,"25.3286° N, 55.5171° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:28:00,ABY105,ABY105,Boeing 777,Pilot Report,"Passing FL350, climbing to FL380.",35000,356,115,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:28:30,FDB177,FDB177,Airbus A380,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,30000,312,271,"24.9180° N, 55.0728° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:29:00,UAE103,UAE103,Airbus A320,NOTAM Alert,Navigation aid VOR DUB out of service.,10000,50,12,"25.3286° N, 55.5171° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:29:30,FDB102,FDB102,Airbus A320,Pilot Report,"Passing FL150, climbing to FL380.",15000,367,297,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:30:00,ETD143,ETD143,Airbus A380,ATC Instruction,Proceed direct to waypoint DESDI.,38000,314,216,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:30:30,UAE113,UAE113,Airbus A320,Pilot Report,"Established on localizer, runway in sight.",30000,367,62,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:31:00,ETD157,ETD157,Airbus A320,ATC Instruction,Climb and maintain 0 feet.,0,232,115,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:31:30,ABY137,ABY137,Airbus A380,Pilot Report,Experiencing moderate turbulence at FL150.,15000,243,250,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:32:00,FDB171,FDB171,Boeing 737 MAX,Pilot Report,"Established on localizer, runway in sight.",38000,49,16,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
17:32:30,UAE161,UAE161,Airbus A320,ATC Instruction,Expect holding at waypoint PASOV.,10000,44,244,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:33:00,FDB166,FDB166,Boeing 737 MAX,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,5000,213,217,"25.2532° N, 55.3657° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
17:33:30,UAE125,UAE125,Boeing 777,NOTAM Alert,Temporary flight restriction active over area OM999.,0,163,177,"25.3286° N, 55.5171° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
17:34:00,ETD132,ETD132,Airbus A320,ATC Instruction,Expect holding at waypoint PASOV.,41000,262,151,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
17:34:30,ABY153,ABY153,Airbus A320,Pilot Report,Experiencing moderate turbulence at FL0.,0,105,341,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
