Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
07:35:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,622,Awaiting clearance
07:36:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,204,Denied clearance
07:36:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,965,Denied clearance
07:37:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,536,Cleared
07:37:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,553,Denied clearance
07:38:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,487,Awaiting clearance
07:38:30,UAE201,"('26.0765° N', '56.2406° E')",No change,678,Awaiting clearance
07:39:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,392,Denied clearance
07:39:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,422,Requesting clearance
07:40:00,UAE201,"('25.2532° N', '55.3657° E')",No change,995,Denied clearance
07:40:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,839,Requesting clearance
07:41:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,799,Awaiting clearance
07:41:30,UAE201,"('25.2532° N', '55.3657° E')",No change,622,Denied clearance
07:42:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,989,Awaiting clearance
07:42:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,531,Requesting clearance
07:43:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,785,Denied clearance
07:43:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,225,Requesting clearance
07:44:00,UAE201,"('26.0765° N', '56.2406° E')",No change,948,Requesting clearance
07:44:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,529,Denied clearance
07:45:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,505,Denied clearance
07:45:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,877,Awaiting clearance
07:46:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,625,Cleared
07:46:30,UAE201,"('25.2532° N', '55.3657° E')",No change,881,Requesting clearance
07:47:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,941,Cleared
07:47:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,369,Cleared
07:48:00,UAE201,"('25.2532° N', '55.3657° E')",No change,824,Awaiting clearance
07:48:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,227,Cleared
07:49:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,901,Awaiting clearance
07:49:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,415,Cleared
07:50:00,UAE201,"('34.0837° N', '74.7973° E')",No change,248,Requesting clearance
07:50:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,578,Cleared
07:51:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,260,Cleared
07:51:30,UAE201,"('28.7041° N', '77.1025° E')",No change,261,Denied clearance
07:52:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,986,Awaiting clearance
07:52:30,UAE201,"('34.0837° N', '74.7973° E')",No change,549,Cleared
07:53:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,670,Denied clearance
07:53:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,663,Awaiting clearance
07:54:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,738,Denied clearance
07:54:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,491,Requesting clearance
07:55:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,230,Awaiting clearance
07:55:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,958,Cleared
07:56:00,UAE201,"('25.2532° N', '55.3657° E')",No change,794,Requesting clearance
07:56:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,752,Cleared
07:57:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,901,Denied clearance
07:57:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,970,Cleared
07:58:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,745,Awaiting clearance
07:58:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,923,Requesting clearance
07:59:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,785,Denied clearance
07:59:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,971,Cleared
08:00:00,UAE201,"('25.2532° N', '55.3657° E')",No change,290,Requesting clearance
08:00:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,461,Requesting clearance
08:01:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,811,Denied clearance
08:01:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,683,Denied clearance
08:02:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,885,Denied clearance
08:02:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,385,Denied clearance
08:03:00,UAE201,"('25.2532° N', '55.3657° E')",No change,989,Awaiting clearance
08:03:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,778,Cleared
08:04:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,428,Awaiting clearance
08:04:30,UAE201,"('28.7041° N', '77.1025° E')",No change,460,Awaiting clearance
08:05:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,217,Requesting clearance
08:05:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,817,Requesting clearance
08:06:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,913,Denied clearance
08:06:30,UAE201,"('25.2532° N', '55.3657° E')",No change,814,Denied clearance
08:07:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,746,Requesting clearance
08:07:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,258,Denied clearance
08:08:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,973,Denied clearance
08:08:30,UAE201,"('28.7041° N', '77.1025° E')",No change,359,Awaiting clearance
08:09:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,528,Requesting clearance
08:09:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,445,Requesting clearance
08:10:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,267,Cleared
08:10:30,UAE201,"('28.7041° N', '77.1025° E')",No change,464,Cleared
08:11:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,262,Cleared
08:11:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,643,Cleared
08:12:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,415,Awaiting clearance
08:12:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,498,Cleared
08:13:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,800,Requesting clearance
08:13:30,UAE201,"('34.0837° N', '74.7973° E')",No change,658,Cleared
08:14:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,314,Cleared
08:14:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,582,Cleared
08:15:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,507,Awaiting clearance
08:15:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,928,Denied clearance
08:16:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,640,Awaiting clearance
08:16:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,972,Denied clearance
08:17:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,418,Awaiting clearance
08:17:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,409,Cleared
08:18:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,536,Awaiting clearance
08:18:30,UAE201,"('26.0765° N', '56.2406° E')",No change,777,Awaiting clearance
08:19:00,UAE201,"('25.2532° N', '55.3657° E')",No change,637,Denied clearance
08:19:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,269,Denied clearance
08:20:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,992,Cleared
08:20:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,273,Requesting clearance
08:21:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,859,Cleared
08:21:30,UAE201,"('28.7041° N', '77.1025° E')",No change,559,Requesting clearance
08:22:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,969,Denied clearance
08:22:30,UAE201,"('34.0837° N', '74.7973° E')",No change,616,Requesting clearance
08:23:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,919,Denied clearance
08:23:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,555,Cleared
08:24:00,UAE201,"('34.0837° N', '74.7973° E')",No change,689,Awaiting clearance
08:24:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,513,Requesting clearance
08:25:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,227,Cleared
08:25:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,387,Requesting clearance
08:26:00,UAE201,"('34.0837° N', '74.7973° E')",No change,934,Awaiting clearance
08:26:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,798,Cleared
08:27:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,378,Cleared
08:27:30,UAE201,"('25.2532° N', '55.3657° E')",No change,977,Denied clearance
08:28:00,UAE201,"('26.0765° N', '56.2406° E')",No change,576,Awaiting clearance
08:28:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,996,Requesting clearance
08:29:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,825,Denied clearance
08:29:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,843,Denied clearance
08:30:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,667,Denied clearance
08:30:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,405,Awaiting clearance
08:31:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,627,Cleared
08:31:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,293,Requesting clearance
08:32:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,427,Awaiting clearance
08:32:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,731,Cleared
08:33:00,UAE201,"('25.2532° N', '55.3657° E')",No change,475,Awaiting clearance
08:33:30,UAE201,"('25.2532° N', '55.3657° E')",No change,706,Requesting clearance
08:34:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,857,Awaiting clearance
08:34:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,436,Cleared
08:35:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,205,Requesting clearance
08:35:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,604,Awaiting clearance
08:36:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,632,Cleared
08:36:30,UAE201,"('34.0837° N', '74.7973° E')",No change,990,Awaiting clearance
08:37:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,983,Awaiting clearance
08:37:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,820,Requesting clearance
08:38:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,441,Denied clearance
08:38:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,854,Awaiting clearance
08:39:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,970,Cleared
08:39:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,654,Denied clearance
08:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,907,Cleared
08:40:30,UAE201,"('28.7041° N', '77.1025° E')",No change,490,Awaiting clearance
08:41:00,UAE201,"('25.2532° N', '55.3657° E')",No change,868,Awaiting clearance
08:41:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,809,Awaiting clearance
08:42:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,869,Cleared
08:42:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,964,Awaiting clearance
08:43:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,974,Requesting clearance
08:43:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,398,Requesting clearance
08:44:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,358,Requesting clearance
08:44:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,255,Cleared
08:45:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,213,Denied clearance
08:45:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,827,Awaiting clearance
08:46:00,UAE201,"('26.0765° N', '56.2406° E')",No change,500,Awaiting clearance
08:46:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,399,Cleared
08:47:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,279,Cleared
08:47:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,437,Cleared
08:48:00,UAE201,"('34.0837° N', '74.7973° E')",No change,836,Requesting clearance
08:48:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,826,Requesting clearance
08:49:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,323,Cleared
08:49:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,797,Cleared
08:50:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,980,Denied clearance
08:50:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,831,Awaiting clearance
08:51:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,979,Requesting clearance
08:51:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,894,Denied clearance
08:52:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,267,Requesting clearance
08:52:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,898,Denied clearance
08:53:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,892,Denied clearance
08:53:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,485,Requesting clearance
08:54:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,653,Denied clearance
08:54:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,982,Denied clearance
08:55:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,230,Cleared
08:55:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,479,Cleared
08:56:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,739,Cleared
08:56:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,338,Denied clearance
08:57:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,999,Cleared
08:57:30,UAE201,"('25.2532° N', '55.3657° E')",No change,315,Cleared
08:58:00,UAE201,"('25.2532° N', '55.3657° E')",No change,779,Cleared
08:58:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,641,Denied clearance
08:59:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,356,Awaiting clearance
08:59:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,342,Requesting clearance
09:00:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,245,Awaiting clearance
