Time,Call Sign,Runway,Status,Taxiway Congestion,Expected Delays (minutes),Gate Assignment
09:13:00,UAE201,13L,Under Maintenance,High,34,Gate assigned at terminal 3
09:13:30,UAE201,09L,Closed,Moderate,21,Gate assigned at terminal 3
09:14:00,UAE201,09L,Closed,High,11,Gate assigned at terminal 3
09:14:30,UAE201,09R,Open,Moderate,18,Gate assigned at terminal 3
09:15:00,UAE201,18L,Under Maintenance,Low,30,Gate assigned at terminal 3
09:15:30,UAE201,13R,Under Maintenance,Low,24,Gate assigned at terminal 3
09:16:00,UAE201,27L,Closed,Moderate,38,Gate assigned at terminal 3
09:16:30,UAE201,13L,Under Maintenance,Low,2,Gate assigned at terminal 3
09:17:00,UAE201,27L,Under Maintenance,Low,38,Gate assigned at terminal 3
09:17:30,UAE201,27L,Under Maintenance,Low,23,Gate assigned at terminal 3
09:18:00,UAE201,27R,Open,Moderate,54,Gate assigned at terminal 3
09:18:30,UAE201,27L,Closed,Low,55,Gate assigned at terminal 3
09:19:00,UAE201,18R,Closed,Moderate,41,Gate assigned at terminal 3
09:19:30,UAE201,09R,Open,Moderate,56,Gate assigned at terminal 3
09:20:00,UAE201,09L,Open,Low,14,Gate assigned at terminal 3
09:20:30,UAE201,18L,Open,High,32,Gate assigned at terminal 3
09:21:00,UAE201,18R,Under Maintenance,Moderate,3,Gate assigned at terminal 3
09:21:30,UAE201,09L,Open,High,40,Gate assigned at terminal 3
09:22:00,UAE201,18R,Open,High,13,Gate assigned at terminal 3
09:22:30,UAE201,09R,Open,High,24,Gate assigned at terminal 3
09:23:00,UAE201,18R,Open,Moderate,23,Gate assigned at terminal 3
09:23:30,UAE201,13L,Open,High,5,Gate assigned at terminal 3
09:24:00,UAE201,18L,Under Maintenance,Low,2,Gate assigned at terminal 3
09:24:30,UAE201,18L,Closed,Moderate,52,Gate assigned at terminal 3
09:25:00,UAE201,13R,Under Maintenance,Moderate,23,Gate assigned at terminal 3
09:25:30,UAE201,13R,Open,High,40,Gate assigned at terminal 3
09:26:00,UAE201,18R,Closed,High,60,Gate assigned at terminal 3
09:26:30,UAE201,18L,Open,Moderate,53,Gate assigned at terminal 3
09:27:00,UAE201,09L,Under Maintenance,Moderate,28,Gate assigned at terminal 3
09:27:30,UAE201,27L,Under Maintenance,Moderate,28,Gate assigned at terminal 3
09:28:00,UAE201,27L,Under Maintenance,Low,35,Gate assigned at terminal 3
09:28:30,UAE201,13L,Closed,Low,7,Gate assigned at terminal 3
09:29:00,UAE201,13L,Closed,Low,14,Gate assigned at terminal 3
09:29:30,UAE201,09L,Open,Moderate,45,Gate assigned at terminal 3
09:30:00,UAE201,18L,Closed,Low,37,Gate assigned at terminal 3
09:30:30,UAE201,09R,Closed,High,56,Gate assigned at terminal 3
09:31:00,UAE201,13L,Open,High,51,Gate assigned at terminal 3
09:31:30,UAE201,09L,Closed,High,4,Gate assigned at terminal 3
09:32:00,UAE201,13R,Open,High,47,Gate assigned at terminal 3
09:32:30,UAE201,13L,Closed,Low,20,Gate assigned at terminal 3
09:33:00,UAE201,18R,Under Maintenance,Moderate,4,Gate assigned at terminal 3
09:33:30,UAE201,27L,Under Maintenance,Low,48,Gate assigned at terminal 3
09:34:00,UAE201,27R,Under Maintenance,Low,39,Gate assigned at terminal 3
09:34:30,UAE201,13L,Under Maintenance,High,45,Gate assigned at terminal 3
09:35:00,UAE201,18R,Under Maintenance,Moderate,22,Gate assigned at terminal 3
09:35:30,UAE201,09R,Open,Low,40,Gate assigned at terminal 3
09:36:00,UAE201,09R,Under Maintenance,Moderate,19,Gate assigned at terminal 3
09:36:30,UAE201,27R,Open,Low,59,Gate assigned at terminal 3
09:37:00,UAE201,27R,Closed,Low,41,Gate assigned at terminal 3
09:37:30,UAE201,09L,Open,High,57,Gate assigned at terminal 3
09:38:00,UAE201,18R,Open,Moderate,26,Gate assigned at terminal 3
09:38:30,UAE201,09L,Under Maintenance,High,43,Gate assigned at terminal 3
09:39:00,UAE201,09L,Open,High,36,Gate assigned at terminal 3
09:39:30,UAE201,13L,Under Maintenance,Low,15,Gate assigned at terminal 3
09:40:00,UAE201,09L,Under Maintenance,Low,18,Gate assigned at terminal 3
09:40:30,UAE201,27R,Under Maintenance,Moderate,12,Gate assigned at terminal 3
09:41:00,UAE201,13R,Under Maintenance,Moderate,43,Gate assigned at terminal 3
09:41:30,UAE201,09L,Under Maintenance,High,29,Gate assigned at terminal 3
09:42:00,UAE201,13L,Under Maintenance,Moderate,35,Gate assigned at terminal 3
09:42:30,UAE201,27R,Closed,Low,12,Gate assigned at terminal 3
09:43:00,UAE201,18R,Closed,Moderate,13,Gate assigned at terminal 3
09:43:30,UAE201,13R,Closed,Low,17,Gate assigned at terminal 3
09:44:00,UAE201,13L,Closed,Moderate,34,Gate assigned at terminal 3
09:44:30,UAE201,27L,Closed,Low,1,Gate assigned at terminal 3
09:45:00,UAE201,18R,Open,Low,51,Gate assigned at terminal 3
09:45:30,UAE201,18R,Open,High,22,Gate assigned at terminal 3
09:46:00,UAE201,27L,Under Maintenance,Low,29,Gate assigned at terminal 3
09:46:30,UAE201,27L,Under Maintenance,Low,30,Gate assigned at terminal 3
09:47:00,UAE201,09L,Under Maintenance,High,0,Gate assigned at terminal 3
09:47:30,UAE201,18R,Under Maintenance,High,17,Gate assigned at terminal 3
09:48:00,UAE201,13R,Open,High,29,Gate assigned at terminal 3
09:48:30,UAE201,18L,Under Maintenance,Low,10,Gate assigned at terminal 3
09:49:00,UAE201,27L,Closed,High,28,Gate assigned at terminal 3
09:49:30,UAE201,09L,Open,Low,40,Gate assigned at terminal 3
09:50:00,UAE201,13R,Open,High,40,Gate assigned at terminal 3
09:50:30,UAE201,13R,Closed,Moderate,14,Gate assigned at terminal 3
09:51:00,UAE201,13R,Under Maintenance,Low,27,Gate assigned at terminal 3
09:51:30,UAE201,09L,Open,Moderate,13,Gate assigned at terminal 3
09:52:00,UAE201,27L,Under Maintenance,Low,9,Gate assigned at terminal 3
09:52:30,UAE201,13L,Open,High,7,Gate assigned at terminal 3
09:53:00,UAE201,27L,Open,Moderate,19,Gate assigned at terminal 3
09:53:30,UAE201,27R,Open,High,23,Gate assigned at terminal 3
09:54:00,UAE201,18L,Under Maintenance,High,39,Gate assigned at terminal 3
09:54:30,UAE201,27L,Open,High,15,Gate assigned at terminal 3
09:55:00,UAE201,18R,Closed,Moderate,59,Gate assigned at terminal 3
09:55:30,UAE201,27L,Closed,High,43,Gate assigned at terminal 3
09:56:00,UAE201,13L,Open,High,27,Gate assigned at terminal 3
09:56:30,UAE201,09R,Closed,High,6,Gate assigned at terminal 3
09:57:00,UAE201,27L,Open,Low,40,Gate assigned at terminal 3
09:57:30,UAE201,09L,Open,High,55,Gate assigned at terminal 3
09:58:00,UAE201,09L,Closed,Moderate,8,Gate assigned at terminal 3
09:58:30,UAE201,27L,Under Maintenance,Moderate,54,Gate assigned at terminal 3
09:59:00,UAE201,27R,Under Maintenance,High,0,Gate assigned at terminal 3
09:59:30,UAE201,13L,Closed,Moderate,2,Gate assigned at terminal 3
10:00:00,UAE201,27L,Closed,Low,45,Gate assigned at terminal 3
10:00:30,UAE201,09R,Closed,Low,16,Gate assigned at terminal 3
10:01:00,UAE201,09L,Open,Moderate,44,Gate assigned at terminal 3
10:01:30,UAE201,18R,Under Maintenance,Moderate,51,Gate assigned at terminal 3
10:02:00,UAE201,09R,Closed,Moderate,20,Gate assigned at terminal 3
10:02:30,UAE201,13L,Open,Moderate,54,Gate assigned at terminal 3
10:03:00,UAE201,13R,Closed,Moderate,19,Gate assigned at terminal 3
10:03:30,UAE201,09L,Open,Moderate,35,Gate assigned at terminal 3
10:04:00,UAE201,18L,Under Maintenance,Moderate,52,Gate assigned at terminal 3
10:04:30,UAE201,18R,Closed,Moderate,0,Gate assigned at terminal 3
10:05:00,UAE201,09R,Under Maintenance,Low,8,Gate assigned at terminal 3
10:05:30,UAE201,18R,Closed,High,30,Gate assigned at terminal 3
10:06:00,UAE201,18R,Closed,Low,35,Gate assigned at terminal 3
10:06:30,UAE201,27R,Open,High,0,Gate assigned at terminal 3
10:07:00,UAE201,27L,Under Maintenance,Moderate,17,Gate assigned at terminal 3
10:07:30,UAE201,13R,Open,Low,35,Gate assigned at terminal 3
10:08:00,UAE201,13L,Closed,High,8,Gate assigned at terminal 3
10:08:30,UAE201,13R,Open,Moderate,6,Gate assigned at terminal 3
10:09:00,UAE201,18R,Closed,Low,10,Gate assigned at terminal 3
10:09:30,UAE201,27L,Under Maintenance,Moderate,59,Gate assigned at terminal 3
10:10:00,UAE201,09L,Under Maintenance,Low,43,Gate assigned at terminal 3
10:10:30,UAE201,27L,Closed,Moderate,12,Gate assigned at terminal 3
10:11:00,UAE201,27L,Open,High,50,Gate assigned at terminal 3
10:11:30,UAE201,18R,Under Maintenance,High,55,Gate assigned at terminal 3
10:12:00,UAE201,27R,Under Maintenance,Low,45,Gate assigned at terminal 3
10:12:30,UAE201,13L,Open,Moderate,59,Gate assigned at terminal 3
10:13:00,UAE201,18L,Under Maintenance,Moderate,38,Gate assigned at terminal 3
10:13:30,UAE201,09L,Open,High,25,Gate assigned at terminal 3
10:14:00,UAE201,13R,Closed,Moderate,55,Gate assigned at terminal 3
10:14:30,UAE201,09L,Under Maintenance,High,39,Gate assigned at terminal 3
10:15:00,UAE201,09R,Open,Low,3,Gate assigned at terminal 3
10:15:30,UAE201,18L,Under Maintenance,Low,10,Gate assigned at terminal 3
10:16:00,UAE201,09L,Open,Low,47,Gate assigned at terminal 3
10:16:30,UAE201,18R,Closed,High,21,Gate assigned at terminal 3
10:17:00,UAE201,09L,Closed,Moderate,43,Gate assigned at terminal 3
10:17:30,UAE201,09L,Closed,Low,38,Gate assigned at terminal 3
10:18:00,UAE201,09R,Under Maintenance,Low,26,Gate assigned at terminal 3
10:18:30,UAE201,13R,Under Maintenance,Moderate,53,Gate assigned at terminal 3
10:19:00,UAE201,13L,Closed,High,23,Gate assigned at terminal 3
10:19:30,UAE201,18L,Open,High,38,Gate assigned at terminal 3
10:20:00,UAE201,13L,Closed,Moderate,16,Gate assigned at terminal 3
10:20:30,UAE201,27L,Open,High,13,Gate assigned at terminal 3
10:21:00,UAE201,18R,Under Maintenance,Moderate,14,Gate assigned at terminal 3
10:21:30,UAE201,13R,Closed,Moderate,43,Gate assigned at terminal 3
10:22:00,UAE201,13L,Open,High,20,Gate assigned at terminal 3
10:22:30,UAE201,27L,Closed,Low,53,Gate assigned at terminal 3
10:23:00,UAE201,09L,Closed,Low,9,Gate assigned at terminal 3
10:23:30,UAE201,27L,Under Maintenance,Low,6,Gate assigned at terminal 3
10:24:00,UAE201,09R,Closed,High,32,Gate assigned at terminal 3
10:24:30,UAE201,27L,Open,Moderate,36,Gate assigned at terminal 3
10:25:00,UAE201,18L,Under Maintenance,Low,20,Gate assigned at terminal 3
10:25:30,UAE201,13L,Open,Low,52,Gate assigned at terminal 3
10:26:00,UAE201,13L,Closed,High,36,Gate assigned at terminal 3
10:26:30,UAE201,18L,Under Maintenance,Low,6,Gate assigned at terminal 3
10:27:00,UAE201,18R,Open,Low,8,Gate assigned at terminal 3
10:27:30,UAE201,13R,Closed,Moderate,5,Gate assigned at terminal 3
10:28:00,UAE201,27R,Under Maintenance,Moderate,60,Gate assigned at terminal 3
10:28:30,UAE201,18R,Open,High,60,Gate assigned at terminal 3
10:29:00,UAE201,27L,Closed,High,22,Gate assigned at terminal 3
10:29:30,UAE201,27R,Closed,Moderate,13,Gate assigned at terminal 3
10:30:00,UAE201,09L,Closed,Moderate,21,Gate assigned at terminal 3
10:30:30,UAE201,27R,Closed,Moderate,37,Gate assigned at terminal 3
10:31:00,UAE201,27L,Closed,Low,57,Gate assigned at terminal 3
10:31:30,UAE201,13R,Open,High,45,Gate assigned at terminal 3
10:32:00,UAE201,27L,Open,Low,29,Gate assigned at terminal 3
10:32:30,UAE201,13R,Closed,High,3,Gate assigned at terminal 3
10:33:00,UAE201,27L,Under Maintenance,High,38,Gate assigned at terminal 3
10:33:30,UAE201,13R,Closed,High,1,Gate assigned at terminal 3
10:34:00,UAE201,27L,Under Maintenance,Low,15,Gate assigned at terminal 3
10:34:30,UAE201,18L,Under Maintenance,High,60,Gate assigned at terminal 3
10:35:00,UAE201,27R,Closed,High,34,Gate assigned at terminal 3
10:35:30,UAE201,09R,Under Maintenance,High,48,Gate assigned at terminal 3
10:36:00,UAE201,09L,Under Maintenance,Low,37,Gate assigned at terminal 3
10:36:30,UAE201,09R,Under Maintenance,High,15,Gate assigned at terminal 3
10:37:00,UAE201,13R,Open,Low,25,Gate assigned at terminal 3
10:37:30,UAE201,27L,Under Maintenance,High,45,Gate assigned at terminal 3
10:38:00,UAE201,18L,Under Maintenance,Moderate,57,Gate assigned at terminal 3
10:38:30,UAE201,13L,Open,High,8,Gate assigned at terminal 3
10:39:00,UAE201,27R,Open,Moderate,53,Gate assigned at terminal 3
10:39:30,UAE201,09R,Closed,Low,38,Gate assigned at terminal 3
10:40:00,UAE201,18L,Under Maintenance,High,18,Gate assigned at terminal 3
10:40:30,UAE201,13L,Closed,Low,25,Gate assigned at terminal 3
10:41:00,UAE201,18L,Under Maintenance,Moderate,42,Gate assigned at terminal 3
10:41:30,UAE201,09R,Open,Moderate,50,Gate assigned at terminal 3
10:42:00,UAE201,09R,Under Maintenance,Moderate,12,Gate assigned at terminal 3
10:42:30,UAE201,09L,Closed,Low,23,Gate assigned at terminal 3
10:43:00,UAE201,13L,Closed,Low,11,Gate assigned at terminal 3
10:43:30,UAE201,27L,Under Maintenance,Low,12,Gate assigned at terminal 3
10:44:00,UAE201,27R,Under Maintenance,Low,22,Gate assigned at terminal 3
10:44:30,UAE201,09R,Closed,Moderate,60,Gate assigned at terminal 3
10:45:00,UAE201,27L,Open,Low,22,Gate assigned at terminal 3
10:45:30,UAE201,13L,Under Maintenance,Moderate,39,Gate assigned at terminal 3
10:46:00,UAE201,09L,Open,High,53,Gate assigned at terminal 3
10:46:30,UAE201,13R,Open,Low,37,Gate assigned at terminal 3
10:47:00,UAE201,09L,Under Maintenance,High,9,Gate assigned at terminal 3
10:47:30,UAE201,27R,Under Maintenance,Moderate,3,Gate assigned at terminal 3
10:48:00,UAE201,13R,Open,Low,9,Gate assigned at terminal 3
10:48:30,UAE201,13R,Closed,Low,14,Gate assigned at terminal 3
10:49:00,UAE201,18L,Open,High,19,Gate assigned at terminal 3
10:49:30,UAE201,13R,Under Maintenance,High,58,Gate assigned at terminal 3
10:50:00,UAE201,09R,Closed,High,55,Gate assigned at terminal 3
10:50:30,UAE201,27L,Under Maintenance,Moderate,51,Gate assigned at terminal 3
10:51:00,UAE201,18R,Closed,High,41,Gate assigned at terminal 3
10:51:30,UAE201,13L,Open,High,3,Gate assigned at terminal 3
10:52:00,UAE201,18R,Under Maintenance,Low,27,Gate assigned at terminal 3
10:52:30,UAE201,27L,Under Maintenance,Low,41,Gate assigned at terminal 3
10:53:00,UAE201,18L,Open,Low,39,Gate assigned at terminal 3
10:53:30,UAE201,09R,Open,Moderate,36,Gate assigned at terminal 3
10:54:00,UAE201,13R,Open,Moderate,56,Gate assigned at terminal 3
10:54:30,UAE201,09L,Under Maintenance,High,55,Gate assigned at terminal 3
10:55:00,UAE201,18L,Open,Moderate,26,Gate assigned at terminal 3
10:55:30,UAE201,09L,Closed,High,52,Gate assigned at terminal 3
10:56:00,UAE201,13L,Under Maintenance,Low,38,Gate assigned at terminal 3
10:56:30,UAE201,18R,Closed,Moderate,59,Gate assigned at terminal 3
10:57:00,UAE201,09L,Open,High,32,Gate assigned at terminal 3
10:57:30,UAE201,18L,Open,High,2,Gate assigned at terminal 3
10:58:00,UAE201,18R,Closed,Low,37,Gate assigned at terminal 3
10:58:30,UAE201,09R,Open,High,50,Gate assigned at terminal 3
10:59:00,UAE201,18L,Open,Low,47,Gate assigned at terminal 3
10:59:30,UAE201,13R,Closed,High,3,Gate assigned at terminal 3
11:00:00,UAE201,27L,Under Maintenance,Low,47,Gate assigned at terminal 3
11:00:30,UAE201,13R,Open,Moderate,57,Gate assigned at terminal 3
11:01:00,UAE201,13L,Under Maintenance,Moderate,19,Gate assigned at terminal 3
11:01:30,UAE201,27L,Closed,High,12,Gate assigned at terminal 3
11:02:00,UAE201,13L,Closed,High,44,Gate assigned at terminal 3
11:02:30,UAE201,18R,Closed,High,42,Gate assigned at terminal 3
11:03:00,UAE201,27R,Closed,High,41,Gate assigned at terminal 3
11:03:30,UAE201,09R,Under Maintenance,High,57,Gate assigned at terminal 3
11:04:00,UAE201,18R,Closed,Low,42,Gate assigned at terminal 3
11:04:30,UAE201,18R,Closed,High,54,Gate assigned at terminal 3
11:05:00,UAE201,13L,Closed,High,22,Gate assigned at terminal 3
11:05:30,UAE201,09R,Closed,Low,57,Gate assigned at terminal 3
11:06:00,UAE201,09L,Open,Moderate,50,Gate assigned at terminal 3
11:06:30,UAE201,09R,Open,Low,16,Gate assigned at terminal 3
11:07:00,UAE201,09L,Closed,Low,21,Gate assigned at terminal 3
11:07:30,UAE201,18R,Under Maintenance,Moderate,52,Gate assigned at terminal 3
11:08:00,UAE201,18L,Under Maintenance,High,5,Gate assigned at terminal 3
11:08:30,UAE201,27L,Open,Low,43,Gate assigned at terminal 3
11:09:00,UAE201,13L,Closed,Moderate,34,Gate assigned at terminal 3
11:09:30,UAE201,13R,Under Maintenance,High,17,Gate assigned at terminal 3
11:10:00,UAE201,09L,Open,Moderate,42,Gate assigned at terminal 3
11:10:30,UAE201,13L,Open,High,17,Gate assigned at terminal 3
11:11:00,UAE201,18R,Under Maintenance,High,38,Gate assigned at terminal 3
11:11:30,UAE201,27L,Open,Low,59,Gate assigned at terminal 3
11:12:00,UAE201,13L,Closed,Moderate,57,Gate assigned at terminal 3
11:12:30,UAE201,13R,Closed,High,10,Gate assigned at terminal 3
11:13:00,UAE201,13R,Open,Moderate,9,Gate assigned at terminal 3
11:13:30,UAE201,18R,Open,Low,22,Gate assigned at terminal 3
11:14:00,UAE201,27R,Closed,Moderate,58,Gate assigned at terminal 3
11:14:30,UAE201,13L,Closed,High,11,Gate assigned at terminal 3
11:15:00,UAE201,09L,Under Maintenance,Moderate,23,Gate assigned at terminal 3
11:15:30,UAE201,27R,Under Maintenance,Moderate,22,Gate assigned at terminal 3
11:16:00,UAE201,27R,Open,Low,47,Gate assigned at terminal 3
11:16:30,UAE201,27R,Closed,Low,37,Gate assigned at terminal 3
11:17:00,UAE201,27L,Closed,Low,50,Gate assigned at terminal 3
11:17:30,UAE201,27R,Closed,High,37,Gate assigned at terminal 3
11:18:00,UAE201,13L,Under Maintenance,Low,20,Gate assigned at terminal 3
11:18:30,UAE201,13R,Open,Moderate,49,Gate assigned at terminal 3
11:19:00,UAE201,27R,Closed,High,18,Gate assigned at terminal 3
11:19:30,UAE201,18L,Closed,Moderate,55,Gate assigned at terminal 3
11:20:00,UAE201,27R,Open,High,58,Gate assigned at terminal 3
11:20:30,UAE201,09R,Closed,Moderate,6,Gate assigned at terminal 3
11:21:00,UAE201,09R,Open,Moderate,46,Gate assigned at terminal 3
11:21:30,UAE201,27L,Closed,Low,24,Gate assigned at terminal 3
11:22:00,UAE201,13L,Closed,Low,3,Gate assigned at terminal 3
11:22:30,UAE201,18R,Open,Low,29,Gate assigned at terminal 3
11:23:00,UAE201,13L,Open,Low,23,Gate assigned at terminal 3
11:23:30,UAE201,18L,Under Maintenance,Low,51,Gate assigned at terminal 3
11:24:00,UAE201,18L,Closed,Low,41,Gate assigned at terminal 3
11:24:30,UAE201,18R,Closed,Low,53,Gate assigned at terminal 3
11:25:00,UAE201,18R,Open,Low,47,Gate assigned at terminal 3
11:25:30,UAE201,09R,Open,Moderate,56,Gate assigned at terminal 3
11:26:00,UAE201,09R,Open,Low,47,Gate assigned at terminal 3
11:26:30,UAE201,09R,Open,Moderate,4,Gate assigned at terminal 3
11:27:00,UAE201,13R,Under Maintenance,High,45,Gate assigned at terminal 3
11:27:30,UAE201,27R,Under Maintenance,Moderate,25,Gate assigned at terminal 3
11:28:00,UAE201,13R,Under Maintenance,High,20,Gate assigned at terminal 3
11:28:30,UAE201,09R,Open,High,7,Gate assigned at terminal 3
11:29:00,UAE201,27R,Open,High,11,Gate assigned at terminal 3
11:29:30,UAE201,13L,Open,Low,57,Gate assigned at terminal 3
11:30:00,UAE201,13L,Under Maintenance,High,16,Gate assigned at terminal 3
11:30:30,UAE201,13L,Closed,Low,39,Gate assigned at terminal 3
11:31:00,UAE201,13R,Under Maintenance,Low,18,Gate assigned at terminal 3
11:31:30,UAE201,13L,Closed,Moderate,26,Gate assigned at terminal 3
11:32:00,UAE201,27R,Open,Low,27,Gate assigned at terminal 3
11:32:30,UAE201,18L,Under Maintenance,Low,11,Gate assigned at terminal 3
11:33:00,UAE201,13L,Closed,Low,10,Gate assigned at terminal 3
11:33:30,UAE201,13R,Closed,Moderate,18,Gate assigned at terminal 3
11:34:00,UAE201,27R,Closed,Low,18,Gate assigned at terminal 3
11:34:30,UAE201,13L,Closed,High,41,Gate assigned at terminal 3
11:35:00,UAE201,09L,Open,Low,9,Gate assigned at terminal 3
11:35:30,UAE201,09R,Open,Moderate,15,Gate assigned at terminal 3
11:36:00,UAE201,13L,Closed,High,60,Gate assigned at terminal 3
11:36:30,UAE201,09L,Open,Moderate,55,Gate assigned at terminal 3
11:37:00,UAE201,09R,Open,High,4,Gate assigned at terminal 3
11:37:30,UAE201,27L,Under Maintenance,High,0,Gate assigned at terminal 3
11:38:00,UAE201,13L,Open,Moderate,20,Gate assigned at terminal 3
11:38:30,UAE201,18L,Open,High,39,Gate assigned at terminal 3
11:39:00,UAE201,18L,Open,Moderate,39,Gate assigned at terminal 3
11:39:30,UAE201,13L,Under Maintenance,High,22,Gate assigned at terminal 3
11:40:00,UAE201,27R,Under Maintenance,Low,10,Gate assigned at terminal 3
11:40:30,UAE201,09R,Open,High,28,Gate assigned at terminal 3
11:41:00,UAE201,09L,Open,Moderate,8,Gate assigned at terminal 3
11:41:30,UAE201,27R,Under Maintenance,Low,4,Gate assigned at terminal 3
11:42:00,UAE201,13R,Open,Moderate,26,Gate assigned at terminal 3
11:42:30,UAE201,18L,Closed,Moderate,35,Gate assigned at terminal 3
11:43:00,UAE201,18R,Open,Moderate,58,Gate assigned at terminal 3
