Time,Call Sign,Communication Status,Signal Strength,Required Action
21:33:00,UAE201,Failed,Weak,No action
21:33:30,UAE201,Normal,Weak,No action
21:34:00,UAE201,Intermittent,No Signal,No action
21:34:30,UAE201,Normal,No Signal,No action
21:35:00,UAE201,Normal,Strong,Request ATC relay
21:35:30,UAE201,Normal,No Signal,No action
21:36:00,UAE201,Normal,No Signal,Request ATC relay
21:36:30,UAE201,Failed,Strong,Switch to backup frequency
21:37:00,UAE201,Normal,Strong,Request ATC relay
21:37:30,UAE201,Intermittent,Weak,No action
21:38:00,UAE201,Normal,Strong,Request ATC relay
21:38:30,UAE201,Normal,Strong,Switch to backup frequency
21:39:00,UAE201,Failed,Strong,No action
21:39:30,UAE201,Normal,Weak,Switch to backup frequency
21:40:00,UAE201,Failed,Strong,No action
21:40:30,UAE201,Failed,Strong,No action
21:41:00,UAE201,Normal,Weak,No action
21:41:30,UAE201,Normal,Strong,Request ATC relay
21:42:00,UAE201,Intermittent,No Signal,Request ATC relay
21:42:30,UAE201,Failed,Weak,Request ATC relay
21:43:00,UAE201,Failed,Weak,Request ATC relay
21:43:30,UAE201,Intermittent,No Signal,Request ATC relay
21:44:00,UAE201,Failed,No Signal,No action
21:44:30,UAE201,Intermittent,Weak,No action
21:45:00,UAE201,Failed,Strong,No action
21:45:30,UAE201,Intermittent,No Signal,No action
21:46:00,UAE201,Intermittent,Strong,Switch to backup frequency
21:46:30,UAE201,Intermittent,Weak,Switch to backup frequency
21:47:00,UAE201,Failed,Strong,Switch to backup frequency
21:47:30,UAE201,Failed,Strong,Switch to backup frequency
21:48:00,UAE201,Intermittent,Strong,Request ATC relay
21:48:30,UAE201,Failed,Weak,Request ATC relay
21:49:00,UAE201,Failed,No Signal,Switch to backup frequency
21:49:30,UAE201,Intermittent,Weak,Switch to backup frequency
21:50:00,UAE201,Failed,No Signal,Request ATC relay
21:50:30,UAE201,Failed,Weak,No action
21:51:00,UAE201,Failed,Weak,Request ATC relay
21:51:30,UAE201,Normal,Weak,No action
21:52:00,UAE201,Failed,Strong,Switch to backup frequency
21:52:30,UAE201,Normal,Strong,Switch to backup frequency
21:53:00,UAE201,Failed,Strong,Request ATC relay
21:53:30,UAE201,Normal,No Signal,Switch to backup frequency
21:54:00,UAE201,Failed,No Signal,No action
21:54:30,UAE201,Intermittent,No Signal,Switch to backup frequency
21:55:00,UAE201,Normal,No Signal,Request ATC relay
21:55:30,UAE201,Failed,Weak,Request ATC relay
21:56:00,UAE201,Intermittent,Strong,Request ATC relay
21:56:30,UAE201,Failed,No Signal,Request ATC relay
21:57:00,UAE201,Intermittent,Strong,No action
21:57:30,UAE201,Intermittent,Weak,No action
21:58:00,UAE201,Normal,No Signal,Switch to backup frequency
21:58:30,UAE201,Normal,Strong,No action
21:59:00,UAE201,Intermittent,No Signal,No action
21:59:30,UAE201,Normal,Strong,Request ATC relay
22:00:00,UAE201,Normal,Strong,Request ATC relay
22:00:30,UAE201,Failed,No Signal,Request ATC relay
22:01:00,UAE201,Normal,Strong,No action
22:01:30,UAE201,Failed,Strong,Switch to backup frequency
22:02:00,UAE201,Failed,Weak,Request ATC relay
22:02:30,UAE201,Failed,Weak,Request ATC relay
22:03:00,UAE201,Intermittent,Weak,No action
22:03:30,UAE201,Intermittent,No Signal,No action
22:04:00,UAE201,Failed,Strong,Switch to backup frequency
22:04:30,UAE201,Intermittent,Strong,No action
22:05:00,UAE201,Intermittent,Strong,Request ATC relay
22:05:30,UAE201,Intermittent,No Signal,No action
22:06:00,UAE201,Normal,Weak,Request ATC relay
22:06:30,UAE201,Failed,Weak,Request ATC relay
22:07:00,UAE201,Intermittent,Weak,No action
22:07:30,UAE201,Intermittent,No Signal,No action
22:08:00,UAE201,Normal,Weak,Request ATC relay
22:08:30,UAE201,Normal,Weak,Switch to backup frequency
22:09:00,UAE201,Intermittent,Weak,Request ATC relay
22:09:30,UAE201,Failed,No Signal,No action
22:10:00,UAE201,Failed,Weak,Switch to backup frequency
22:10:30,UAE201,Intermittent,Strong,No action
22:11:00,UAE201,Failed,Weak,Request ATC relay
22:11:30,UAE201,Normal,Strong,Switch to backup frequency
22:12:00,UAE201,Failed,Strong,No action
22:12:30,UAE201,Failed,Weak,Switch to backup frequency
22:13:00,UAE201,Normal,Strong,Switch to backup frequency
22:13:30,UAE201,Intermittent,Weak,No action
22:14:00,UAE201,Failed,No Signal,Request ATC relay
22:14:30,UAE201,Intermittent,No Signal,Switch to backup frequency
22:15:00,UAE201,Failed,Weak,No action
22:15:30,UAE201,Normal,Strong,Request ATC relay
22:16:00,UAE201,Normal,No Signal,No action
22:16:30,UAE201,Failed,Weak,No action
22:17:00,UAE201,Failed,Strong,No action
22:17:30,UAE201,Normal,No Signal,Switch to backup frequency
22:18:00,UAE201,Failed,Weak,No action
22:18:30,UAE201,Failed,No Signal,Request ATC relay
22:19:00,UAE201,Intermittent,No Signal,Switch to backup frequency
22:19:30,UAE201,Normal,No Signal,Switch to backup frequency
22:20:00,UAE201,Normal,No Signal,Request ATC relay
22:20:30,UAE201,Intermittent,No Signal,Switch to backup frequency
22:21:00,UAE201,Normal,Strong,Request ATC relay
22:21:30,UAE201,Normal,No Signal,No action
22:22:00,UAE201,Intermittent,No Signal,Switch to backup frequency
22:22:30,UAE201,Intermittent,No Signal,No action
22:23:00,UAE201,Intermittent,Weak,Request ATC relay
22:23:30,UAE201,Failed,Weak,Switch to backup frequency
22:24:00,UAE201,Intermittent,Strong,No action
22:24:30,UAE201,Failed,Strong,Switch to backup frequency
22:25:00,UAE201,Intermittent,No Signal,No action
22:25:30,UAE201,Normal,Weak,Request ATC relay
22:26:00,UAE201,Failed,No Signal,Switch to backup frequency
22:26:30,UAE201,Failed,No Signal,Switch to backup frequency
22:27:00,UAE201,Intermittent,Weak,Switch to backup frequency
22:27:30,UAE201,Normal,Strong,No action
22:28:00,UAE201,Normal,Weak,No action
22:28:30,UAE201,Intermittent,Strong,Request ATC relay
22:29:00,UAE201,Normal,No Signal,No action
22:29:30,UAE201,Normal,No Signal,No action
22:30:00,UAE201,Failed,Weak,Switch to backup frequency
22:30:30,UAE201,Failed,No Signal,Switch to backup frequency
22:31:00,UAE201,Intermittent,No Signal,Switch to backup frequency
22:31:30,UAE201,Intermittent,Weak,Switch to backup frequency
22:32:00,UAE201,Failed,No Signal,No action
22:32:30,UAE201,Failed,Weak,No action
22:33:00,UAE201,Failed,No Signal,No action
22:33:30,UAE201,Failed,Strong,Request ATC relay
22:34:00,UAE201,Failed,No Signal,Switch to backup frequency
22:34:30,UAE201,Intermittent,Strong,Request ATC relay
22:35:00,UAE201,Failed,Strong,Switch to backup frequency
22:35:30,UAE201,Intermittent,No Signal,Switch to backup frequency
22:36:00,UAE201,Intermittent,Strong,Request ATC relay
22:36:30,UAE201,Failed,Weak,No action
22:37:00,UAE201,Normal,No Signal,Switch to backup frequency
22:37:30,UAE201,Normal,Strong,Switch to backup frequency
22:38:00,UAE201,Intermittent,Weak,No action
22:38:30,UAE201,Normal,No Signal,Request ATC relay
22:39:00,UAE201,Normal,No Signal,Switch to backup frequency
22:39:30,UAE201,Failed,Strong,Request ATC relay
22:40:00,UAE201,Intermittent,Strong,No action
22:40:30,UAE201,Intermittent,No Signal,Switch to backup frequency
22:41:00,UAE201,Normal,Strong,Request ATC relay
22:41:30,UAE201,Failed,Weak,Request ATC relay
22:42:00,UAE201,Intermittent,Strong,No action
22:42:30,UAE201,Normal,Strong,No action
22:43:00,UAE201,Failed,No Signal,Request ATC relay
22:43:30,UAE201,Normal,Strong,No action
22:44:00,UAE201,Normal,Weak,Switch to backup frequency
22:44:30,UAE201,Failed,Weak,No action
22:45:00,UAE201,Normal,No Signal,No action
22:45:30,UAE201,Intermittent,Weak,Switch to backup frequency
22:46:00,UAE201,Failed,No Signal,Request ATC relay
22:46:30,UAE201,Failed,Strong,No action
22:47:00,UAE201,Normal,No Signal,Switch to backup frequency
22:47:30,UAE201,Intermittent,No Signal,Request ATC relay
22:48:00,UAE201,Failed,No Signal,Request ATC relay
22:48:30,UAE201,Intermittent,Weak,Switch to backup frequency
22:49:00,UAE201,Failed,Strong,Request ATC relay
22:49:30,UAE201,Normal,Strong,Request ATC relay
22:50:00,UAE201,Intermittent,Strong,Request ATC relay
22:50:30,UAE201,Normal,Strong,Request ATC relay
22:51:00,UAE201,Failed,No Signal,Switch to backup frequency
22:51:30,UAE201,Failed,Weak,Request ATC relay
22:52:00,UAE201,Intermittent,No Signal,No action
22:52:30,UAE201,Failed,Weak,Switch to backup frequency
22:53:00,UAE201,Normal,Weak,Request ATC relay
22:53:30,UAE201,Normal,Weak,No action
22:54:00,UAE201,Intermittent,No Signal,Request ATC relay
22:54:30,UAE201,Failed,Strong,Request ATC relay
22:55:00,UAE201,Failed,Strong,Switch to backup frequency
22:55:30,UAE201,Intermittent,Weak,Switch to backup frequency
22:56:00,UAE201,Intermittent,Strong,No action
22:56:30,UAE201,Intermittent,No Signal,Request ATC relay
22:57:00,UAE201,Failed,Strong,Switch to backup frequency
22:57:30,UAE201,Normal,Strong,No action
22:58:00,UAE201,Normal,Weak,Request ATC relay
22:58:30,UAE201,Failed,No Signal,Switch to backup frequency
22:59:00,UAE201,Intermittent,Strong,No action
22:59:30,UAE201,Failed,Weak,Switch to backup frequency
23:00:00,UAE201,Failed,Strong,Request ATC relay
23:00:30,UAE201,Normal,Strong,Request ATC relay
23:01:00,UAE201,Intermittent,Strong,Request ATC relay
23:01:30,UAE201,Intermittent,Strong,No action
23:02:00,UAE201,Normal,No Signal,Request ATC relay
23:02:30,UAE201,Normal,Weak,Switch to backup frequency
23:03:00,UAE201,Intermittent,Strong,Switch to backup frequency
23:03:30,UAE201,Normal,Strong,Switch to backup frequency
23:04:00,UAE201,Normal,No Signal,Request ATC relay
23:04:30,UAE201,Failed,No Signal,No action
23:05:00,UAE201,Failed,Strong,Switch to backup frequency
23:05:30,UAE201,Normal,No Signal,Request ATC relay
23:06:00,UAE201,Normal,Weak,No action
23:06:30,UAE201,Normal,Strong,Request ATC relay
23:07:00,UAE201,Failed,Strong,Switch to backup frequency
23:07:30,UAE201,Intermittent,Strong,Request ATC relay
23:08:00,UAE201,Normal,Strong,Switch to backup frequency
23:08:30,UAE201,Normal,Weak,Switch to backup frequency
23:09:00,UAE201,Normal,No Signal,Request ATC relay
23:09:30,UAE201,Failed,Strong,No action
23:10:00,UAE201,Failed,Weak,Switch to backup frequency
23:10:30,UAE201,Intermittent,Strong,Switch to backup frequency
23:11:00,UAE201,Failed,No Signal,No action
23:11:30,UAE201,Intermittent,Weak,Switch to backup frequency
23:12:00,UAE201,Intermittent,No Signal,No action
23:12:30,UAE201,Failed,Strong,Request ATC relay
23:13:00,UAE201,Intermittent,No Signal,No action
23:13:30,UAE201,Normal,Strong,Request ATC relay
23:14:00,UAE201,Failed,Weak,No action
23:14:30,UAE201,Failed,No Signal,No action
23:15:00,UAE201,Normal,No Signal,Request ATC relay
23:15:30,UAE201,Intermittent,Weak,No action
23:16:00,UAE201,Normal,Weak,Request ATC relay
23:16:30,UAE201,Normal,Strong,No action
23:17:00,UAE201,Intermittent,Strong,Switch to backup frequency
23:17:30,UAE201,Intermittent,Strong,No action
23:18:00,UAE201,Normal,Strong,Switch to backup frequency
23:18:30,UAE201,Normal,No Signal,Request ATC relay
23:19:00,UAE201,Failed,No Signal,Switch to backup frequency
23:19:30,UAE201,Normal,Strong,Switch to backup frequency
23:20:00,UAE201,Intermittent,No Signal,Request ATC relay
23:20:30,UAE201,Normal,Strong,Switch to backup frequency
23:21:00,UAE201,Intermittent,Weak,No action
23:21:30,UAE201,Intermittent,No Signal,Switch to backup frequency
23:22:00,UAE201,Intermittent,No Signal,No action
23:22:30,UAE201,Failed,Weak,No action
23:23:00,UAE201,Failed,No Signal,No action
23:23:30,UAE201,Failed,Strong,Request ATC relay
23:24:00,UAE201,Normal,No Signal,Switch to backup frequency
23:24:30,UAE201,Intermittent,Weak,Request ATC relay
23:25:00,UAE201,Normal,Weak,Switch to backup frequency
23:25:30,UAE201,Failed,Weak,No action
23:26:00,UAE201,Failed,Strong,Request ATC relay
23:26:30,UAE201,Normal,No Signal,Switch to backup frequency
23:27:00,UAE201,Normal,No Signal,Switch to backup frequency
23:27:30,UAE201,Intermittent,Strong,Request ATC relay
23:28:00,UAE201,Failed,No Signal,No action
23:28:30,UAE201,Failed,Weak,Request ATC relay
23:29:00,UAE201,Intermittent,Weak,Switch to backup frequency
23:29:30,UAE201,Normal,No Signal,Switch to backup frequency
23:30:00,UAE201,Normal,No Signal,No action
23:30:30,UAE201,Failed,Weak,No action
23:31:00,UAE201,Normal,Weak,Switch to backup frequency
23:31:30,UAE201,Intermittent,Weak,Switch to backup frequency
23:32:00,UAE201,Failed,No Signal,Switch to backup frequency
23:32:30,UAE201,Intermittent,Strong,Switch to backup frequency
23:33:00,UAE201,Intermittent,No Signal,No action
23:33:30,UAE201,Normal,No Signal,Switch to backup frequency
23:34:00,UAE201,Normal,No Signal,Switch to backup frequency
23:34:30,UAE201,Intermittent,Weak,Request ATC relay
23:35:00,UAE201,Failed,Strong,Switch to backup frequency
23:35:30,UAE201,Failed,No Signal,No action
23:36:00,UAE201,Intermittent,Strong,No action
23:36:30,UAE201,Normal,No Signal,Request ATC relay
23:37:00,UAE201,Normal,Weak,No action
23:37:30,UAE201,Normal,No Signal,Switch to backup frequency
23:38:00,UAE201,Failed,Strong,Switch to backup frequency
23:38:30,UAE201,Intermittent,Strong,Switch to backup frequency
23:39:00,UAE201,Normal,Strong,No action
23:39:30,UAE201,Normal,Strong,Switch to backup frequency
23:40:00,UAE201,Intermittent,Strong,Switch to backup frequency
23:40:30,UAE201,Intermittent,No Signal,Request ATC relay
23:41:00,UAE201,Failed,No Signal,Switch to backup frequency
23:41:30,UAE201,Failed,No Signal,Request ATC relay
23:42:00,UAE201,Failed,Strong,Request ATC relay
23:42:30,UAE201,Failed,Weak,Request ATC relay
23:43:00,UAE201,Intermittent,No Signal,Switch to backup frequency
23:43:30,UAE201,Normal,No Signal,Switch to backup frequency
23:44:00,UAE201,Normal,Strong,No action
23:44:30,UAE201,Intermittent,Weak,No action
23:45:00,UAE201,Normal,Weak,Switch to backup frequency
23:45:30,UAE201,Intermittent,Weak,Request ATC relay
23:46:00,UAE201,Normal,Strong,No action
23:46:30,UAE201,Normal,Weak,No action
23:47:00,UAE201,Normal,Strong,Switch to backup frequency
23:47:30,UAE201,Normal,Weak,Request ATC relay
23:48:00,UAE201,Intermittent,No Signal,No action
23:48:30,UAE201,Normal,Weak,Request ATC relay
23:49:00,UAE201,Intermittent,Weak,No action
23:49:30,UAE201,Intermittent,Strong,Request ATC relay
23:50:00,UAE201,Normal,No Signal,Switch to backup frequency
23:50:30,UAE201,Intermittent,Weak,Switch to backup frequency
23:51:00,UAE201,Intermittent,Weak,Switch to backup frequency
23:51:30,UAE201,Failed,Weak,No action
23:52:00,UAE201,Failed,No Signal,Request ATC relay
23:52:30,UAE201,Normal,No Signal,No action
23:53:00,UAE201,Failed,Strong,Request ATC relay
23:53:30,UAE201,Intermittent,Strong,Switch to backup frequency
23:54:00,UAE201,Normal,No Signal,Request ATC relay
23:54:30,UAE201,Failed,No Signal,Switch to backup frequency
23:55:00,UAE201,Failed,Weak,Switch to backup frequency
23:55:30,UAE201,Failed,No Signal,Switch to backup frequency
23:56:00,UAE201,Normal,Weak,No action
23:56:30,UAE201,Intermittent,Weak,Switch to backup frequency
23:57:00,UAE201,Intermittent,Weak,Request ATC relay
23:57:30,UAE201,Failed,No Signal,No action
23:58:00,UAE201,Failed,Weak,No action
23:58:30,UAE201,Intermittent,Weak,Switch to backup frequency
23:59:00,UAE201,Intermittent,Strong,Request ATC relay
23:59:30,UAE201,Intermittent,Strong,No action
