Time,Call Sign,Total Weight (kg),Cargo Type,Weight Distribution,Fuel Adjustment Needed
09:20:00,UAE201,129207,Normal,Balanced,Fuel adjustment required
09:20:30,UAE201,162478,Hazardous,Balanced,No adjustment needed
09:21:00,UAE201,98353,Hazardous,Balanced,Fuel adjustment required
09:21:30,UAE201,136336,Hazardous,Imbalanced,No adjustment needed
09:22:00,UAE201,146123,Normal,Imbalanced,Fuel adjustment required
09:22:30,UAE201,221903,Hazardous,Balanced,No adjustment needed
09:23:00,UAE201,94724,Hazardous,Imbalanced,No adjustment needed
09:23:30,UAE201,63984,Normal,Balanced,No adjustment needed
09:24:00,UAE201,245250,Hazardous,Imbalanced,Fuel adjustment required
09:24:30,UAE201,113214,Normal,Balanced,Fuel adjustment required
09:25:00,UAE201,116321,Normal,Balanced,No adjustment needed
09:25:30,UAE201,175482,Normal,Imbalanced,No adjustment needed
09:26:00,UAE201,156122,Hazardous,Balanced,No adjustment needed
09:26:30,UAE201,184854,Hazardous,Imbalanced,No adjustment needed
09:27:00,UAE201,55618,Hazardous,Imbalanced,No adjustment needed
09:27:30,UAE201,235327,Hazardous,Balanced,Fuel adjustment required
09:28:00,UAE201,213195,Hazardous,Balanced,Fuel adjustment required
09:28:30,UAE201,143262,Normal,Balanced,Fuel adjustment required
09:29:00,UAE201,188784,Hazardous,Imbalanced,No adjustment needed
09:29:30,UAE201,69972,Normal,Balanced,Fuel adjustment required
09:30:00,UAE201,83267,Hazardous,Balanced,No adjustment needed
09:30:30,UAE201,211021,Hazardous,Balanced,Fuel adjustment required
09:31:00,UAE201,231707,Hazardous,Balanced,No adjustment needed
09:31:30,UAE201,53908,Normal,Balanced,Fuel adjustment required
09:32:00,UAE201,184876,Hazardous,Imbalanced,No adjustment needed
09:32:30,UAE201,182115,Normal,Imbalanced,No adjustment needed
09:33:00,UAE201,157745,Normal,Imbalanced,No adjustment needed
09:33:30,UAE201,59101,Hazardous,Imbalanced,Fuel adjustment required
09:34:00,UAE201,173429,Normal,Imbalanced,No adjustment needed
09:34:30,UAE201,99776,Hazardous,Balanced,No adjustment needed
09:35:00,UAE201,69571,Hazardous,Balanced,No adjustment needed
09:35:30,UAE201,174863,Normal,Imbalanced,Fuel adjustment required
09:36:00,UAE201,153528,Hazardous,Balanced,No adjustment needed
09:36:30,UAE201,157890,Normal,Imbalanced,No adjustment needed
09:37:00,UAE201,128539,Hazardous,Imbalanced,Fuel adjustment required
09:37:30,UAE201,143957,Hazardous,Imbalanced,No adjustment needed
09:38:00,UAE201,225579,Normal,Imbalanced,Fuel adjustment required
09:38:30,UAE201,132898,Hazardous,Imbalanced,No adjustment needed
09:39:00,UAE201,218053,Hazardous,Imbalanced,Fuel adjustment required
09:39:30,UAE201,194080,Hazardous,Balanced,Fuel adjustment required
09:40:00,UAE201,137783,Normal,Balanced,Fuel adjustment required
09:40:30,UAE201,70232,Hazardous,Balanced,Fuel adjustment required
09:41:00,UAE201,224888,Normal,Balanced,No adjustment needed
09:41:30,UAE201,97134,Normal,Imbalanced,No adjustment needed
09:42:00,UAE201,89588,Normal,Balanced,No adjustment needed
09:42:30,UAE201,63075,Hazardous,Balanced,Fuel adjustment required
09:43:00,UAE201,73504,Normal,Balanced,No adjustment needed
09:43:30,UAE201,234159,Hazardous,Imbalanced,No adjustment needed
09:44:00,UAE201,169745,Hazardous,Balanced,No adjustment needed
09:44:30,UAE201,128288,Normal,Balanced,Fuel adjustment required
09:45:00,UAE201,148587,Normal,Imbalanced,No adjustment needed
09:45:30,UAE201,227291,Normal,Imbalanced,Fuel adjustment required
09:46:00,UAE201,72566,Normal,Imbalanced,No adjustment needed
09:46:30,UAE201,144149,Hazardous,Imbalanced,Fuel adjustment required
09:47:00,UAE201,72571,Hazardous,Imbalanced,Fuel adjustment required
09:47:30,UAE201,194864,Hazardous,Balanced,Fuel adjustment required
09:48:00,UAE201,73266,Normal,Balanced,No adjustment needed
09:48:30,UAE201,73509,Normal,Imbalanced,No adjustment needed
09:49:00,UAE201,149857,Hazardous,Balanced,Fuel adjustment required
09:49:30,UAE201,171582,Normal,Imbalanced,Fuel adjustment required
09:50:00,UAE201,205047,Hazardous,Balanced,No adjustment needed
09:50:30,UAE201,50211,Normal,Imbalanced,Fuel adjustment required
09:51:00,UAE201,83449,Normal,Imbalanced,Fuel adjustment required
09:51:30,UAE201,232567,Normal,Imbalanced,No adjustment needed
09:52:00,UAE201,171369,Normal,Balanced,Fuel adjustment required
09:52:30,UAE201,138601,Hazardous,Imbalanced,Fuel adjustment required
09:53:00,UAE201,76162,Hazardous,Imbalanced,Fuel adjustment required
09:53:30,UAE201,96399,Hazardous,Imbalanced,No adjustment needed
09:54:00,UAE201,221257,Normal,Imbalanced,Fuel adjustment required
09:54:30,UAE201,181931,Hazardous,Balanced,No adjustment needed
09:55:00,UAE201,226064,Normal,Imbalanced,Fuel adjustment required
09:55:30,UAE201,111497,Normal,Imbalanced,Fuel adjustment required
09:56:00,UAE201,52877,Normal,Imbalanced,Fuel adjustment required
09:56:30,UAE201,213574,Normal,Balanced,Fuel adjustment required
09:57:00,UAE201,153955,Hazardous,Balanced,No adjustment needed
09:57:30,UAE201,51220,Hazardous,Imbalanced,Fuel adjustment required
09:58:00,UAE201,52580,Hazardous,Imbalanced,Fuel adjustment required
09:58:30,UAE201,183285,Hazardous,Balanced,No adjustment needed
09:59:00,UAE201,197817,Hazardous,Balanced,No adjustment needed
09:59:30,UAE201,152109,Hazardous,Balanced,Fuel adjustment required
10:00:00,UAE201,158614,Hazardous,Imbalanced,No adjustment needed
10:00:30,UAE201,110927,Normal,Imbalanced,No adjustment needed
10:01:00,UAE201,210032,Normal,Imbalanced,No adjustment needed
10:01:30,UAE201,141256,Normal,Balanced,Fuel adjustment required
10:02:00,UAE201,95462,Hazardous,Imbalanced,Fuel adjustment required
10:02:30,UAE201,59964,Hazardous,Imbalanced,No adjustment needed
10:03:00,UAE201,171505,Normal,Balanced,No adjustment needed
10:03:30,UAE201,97484,Hazardous,Imbalanced,Fuel adjustment required
10:04:00,UAE201,83425,Hazardous,Balanced,Fuel adjustment required
10:04:30,UAE201,162661,Hazardous,Balanced,No adjustment needed
10:05:00,UAE201,146772,Hazardous,Imbalanced,Fuel adjustment required
10:05:30,UAE201,178251,Normal,Balanced,No adjustment needed
10:06:00,UAE201,103315,Normal,Balanced,No adjustment needed
10:06:30,UAE201,234910,Hazardous,Balanced,Fuel adjustment required
10:07:00,UAE201,196770,Normal,Balanced,No adjustment needed
10:07:30,UAE201,137647,Normal,Imbalanced,Fuel adjustment required
10:08:00,UAE201,195446,Hazardous,Balanced,Fuel adjustment required
10:08:30,UAE201,176289,Normal,Imbalanced,Fuel adjustment required
10:09:00,UAE201,148815,Normal,Imbalanced,No adjustment needed
10:09:30,UAE201,77205,Normal,Imbalanced,No adjustment needed
10:10:00,UAE201,208341,Hazardous,Balanced,No adjustment needed
10:10:30,UAE201,84669,Normal,Imbalanced,Fuel adjustment required
10:11:00,UAE201,65855,Hazardous,Balanced,Fuel adjustment required
10:11:30,UAE201,244019,Normal,Balanced,Fuel adjustment required
10:12:00,UAE201,141665,Normal,Balanced,Fuel adjustment required
10:12:30,UAE201,219337,Hazardous,Imbalanced,No adjustment needed
10:13:00,UAE201,214842,Normal,Imbalanced,No adjustment needed
10:13:30,UAE201,175523,Hazardous,Imbalanced,Fuel adjustment required
10:14:00,UAE201,192997,Hazardous,Balanced,No adjustment needed
10:14:30,UAE201,133557,Hazardous,Imbalanced,No adjustment needed
10:15:00,UAE201,160895,Hazardous,Balanced,Fuel adjustment required
10:15:30,UAE201,228027,Normal,Balanced,No adjustment needed
10:16:00,UAE201,240574,Hazardous,Balanced,Fuel adjustment required
10:16:30,UAE201,54351,Hazardous,Balanced,Fuel adjustment required
10:17:00,UAE201,90970,Hazardous,Balanced,No adjustment needed
10:17:30,UAE201,173558,Normal,Imbalanced,No adjustment needed
10:18:00,UAE201,245508,Hazardous,Imbalanced,No adjustment needed
10:18:30,UAE201,206050,Hazardous,Imbalanced,Fuel adjustment required
10:19:00,UAE201,122321,Normal,Balanced,No adjustment needed
10:19:30,UAE201,92097,Hazardous,Imbalanced,No adjustment needed
10:20:00,UAE201,162073,Hazardous,Imbalanced,No adjustment needed
10:20:30,UAE201,87019,Normal,Balanced,No adjustment needed
10:21:00,UAE201,152828,Hazardous,Imbalanced,Fuel adjustment required
10:21:30,UAE201,60248,Hazardous,Imbalanced,No adjustment needed
10:22:00,UAE201,249676,Hazardous,Imbalanced,Fuel adjustment required
10:22:30,UAE201,90887,Normal,Imbalanced,No adjustment needed
10:23:00,UAE201,149256,Hazardous,Imbalanced,Fuel adjustment required
10:23:30,UAE201,216785,Normal,Balanced,No adjustment needed
10:24:00,UAE201,169354,Hazardous,Balanced,No adjustment needed
10:24:30,UAE201,120542,Normal,Imbalanced,Fuel adjustment required
10:25:00,UAE201,206843,Normal,Imbalanced,Fuel adjustment required
10:25:30,UAE201,123962,Hazardous,Imbalanced,Fuel adjustment required
10:26:00,UAE201,215196,Normal,Imbalanced,No adjustment needed
10:26:30,UAE201,236527,Hazardous,Imbalanced,Fuel adjustment required
10:27:00,UAE201,149671,Normal,Balanced,No adjustment needed
10:27:30,UAE201,109343,Hazardous,Imbalanced,No adjustment needed
10:28:00,UAE201,93563,Hazardous,Balanced,Fuel adjustment required
10:28:30,UAE201,216298,Normal,Balanced,Fuel adjustment required
10:29:00,UAE201,151889,Hazardous,Balanced,Fuel adjustment required
10:29:30,UAE201,91860,Normal,Imbalanced,Fuel adjustment required
10:30:00,UAE201,189406,Hazardous,Balanced,Fuel adjustment required
10:30:30,UAE201,226621,Normal,Imbalanced,No adjustment needed
10:31:00,UAE201,192491,Normal,Imbalanced,Fuel adjustment required
10:31:30,UAE201,140048,Normal,Imbalanced,No adjustment needed
10:32:00,UAE201,70707,Hazardous,Balanced,No adjustment needed
10:32:30,UAE201,204025,Hazardous,Imbalanced,No adjustment needed
10:33:00,UAE201,157510,Hazardous,Balanced,Fuel adjustment required
10:33:30,UAE201,196435,Normal,Imbalanced,No adjustment needed
10:34:00,UAE201,58660,Normal,Balanced,No adjustment needed
10:34:30,UAE201,138672,Normal,Imbalanced,Fuel adjustment required
10:35:00,UAE201,112673,Hazardous,Imbalanced,Fuel adjustment required
10:35:30,UAE201,104176,Hazardous,Imbalanced,Fuel adjustment required
10:36:00,UAE201,152431,Normal,Balanced,Fuel adjustment required
10:36:30,UAE201,218318,Hazardous,Imbalanced,Fuel adjustment required
10:37:00,UAE201,91702,Normal,Imbalanced,Fuel adjustment required
10:37:30,UAE201,86820,Normal,Balanced,No adjustment needed
10:38:00,UAE201,154888,Hazardous,Balanced,Fuel adjustment required
10:38:30,UAE201,103083,Hazardous,Balanced,No adjustment needed
10:39:00,UAE201,226595,Normal,Imbalanced,No adjustment needed
10:39:30,UAE201,164632,Hazardous,Imbalanced,Fuel adjustment required
10:40:00,UAE201,70007,Normal,Balanced,No adjustment needed
10:40:30,UAE201,201800,Normal,Imbalanced,No adjustment needed
10:41:00,UAE201,184838,Hazardous,Imbalanced,No adjustment needed
10:41:30,UAE201,230864,Hazardous,Balanced,No adjustment needed
10:42:00,UAE201,104021,Hazardous,Balanced,No adjustment needed
10:42:30,UAE201,58884,Normal,Imbalanced,No adjustment needed
10:43:00,UAE201,142381,Normal,Imbalanced,No adjustment needed
10:43:30,UAE201,226230,Normal,Imbalanced,Fuel adjustment required
10:44:00,UAE201,93279,Hazardous,Balanced,Fuel adjustment required
10:44:30,UAE201,196575,Normal,Balanced,Fuel adjustment required
10:45:00,UAE201,210230,Normal,Imbalanced,Fuel adjustment required
10:45:30,UAE201,142037,Normal,Imbalanced,No adjustment needed
10:46:00,UAE201,215397,Normal,Balanced,Fuel adjustment required
10:46:30,UAE201,122703,Hazardous,Imbalanced,No adjustment needed
10:47:00,UAE201,216811,Normal,Balanced,No adjustment needed
10:47:30,UAE201,183952,Normal,Balanced,No adjustment needed
10:48:00,UAE201,213178,Hazardous,Balanced,Fuel adjustment required
10:48:30,UAE201,80079,Hazardous,Imbalanced,Fuel adjustment required
10:49:00,UAE201,196274,Hazardous,Imbalanced,No adjustment needed
10:49:30,UAE201,56084,Normal,Imbalanced,No adjustment needed
10:50:00,UAE201,192261,Normal,Balanced,Fuel adjustment required
10:50:30,UAE201,157312,Normal,Imbalanced,Fuel adjustment required
10:51:00,UAE201,193060,Normal,Imbalanced,Fuel adjustment required
10:51:30,UAE201,70009,Normal,Imbalanced,No adjustment needed
10:52:00,UAE201,59836,Normal,Balanced,No adjustment needed
10:52:30,UAE201,139672,Normal,Imbalanced,No adjustment needed
10:53:00,UAE201,139660,Normal,Balanced,Fuel adjustment required
10:53:30,UAE201,64003,Normal,Imbalanced,Fuel adjustment required
10:54:00,UAE201,230485,Hazardous,Balanced,Fuel adjustment required
10:54:30,UAE201,176588,Hazardous,Imbalanced,Fuel adjustment required
10:55:00,UAE201,139647,Normal,Imbalanced,No adjustment needed
10:55:30,UAE201,213208,Hazardous,Imbalanced,Fuel adjustment required
10:56:00,UAE201,75465,Normal,Balanced,No adjustment needed
10:56:30,UAE201,213593,Normal,Imbalanced,No adjustment needed
10:57:00,UAE201,162353,Hazardous,Imbalanced,Fuel adjustment required
10:57:30,UAE201,167668,Hazardous,Balanced,Fuel adjustment required
10:58:00,UAE201,180971,Hazardous,Balanced,Fuel adjustment required
10:58:30,UAE201,180259,Normal,Imbalanced,Fuel adjustment required
10:59:00,UAE201,222381,Normal,Balanced,Fuel adjustment required
10:59:30,UAE201,231830,Hazardous,Balanced,No adjustment needed
11:00:00,UAE201,185773,Hazardous,Imbalanced,Fuel adjustment required
11:00:30,UAE201,218984,Hazardous,Imbalanced,Fuel adjustment required
11:01:00,UAE201,73614,Normal,Imbalanced,Fuel adjustment required
11:01:30,UAE201,229506,Normal,Balanced,Fuel adjustment required
11:02:00,UAE201,237223,Normal,Balanced,Fuel adjustment required
11:02:30,UAE201,63428,Hazardous,Balanced,Fuel adjustment required
11:03:00,UAE201,55767,Normal,Balanced,No adjustment needed
11:03:30,UAE201,221605,Normal,Imbalanced,Fuel adjustment required
11:04:00,UAE201,82078,Hazardous,Imbalanced,No adjustment needed
11:04:30,UAE201,109835,Hazardous,Imbalanced,No adjustment needed
11:05:00,UAE201,85182,Hazardous,Imbalanced,Fuel adjustment required
11:05:30,UAE201,103271,Hazardous,Imbalanced,No adjustment needed
11:06:00,UAE201,51715,Hazardous,Imbalanced,No adjustment needed
11:06:30,UAE201,114128,Hazardous,Balanced,No adjustment needed
11:07:00,UAE201,69526,Hazardous,Imbalanced,Fuel adjustment required
11:07:30,UAE201,196099,Normal,Balanced,No adjustment needed
11:08:00,UAE201,221252,Hazardous,Balanced,No adjustment needed
11:08:30,UAE201,139559,Hazardous,Imbalanced,No adjustment needed
11:09:00,UAE201,237442,Normal,Balanced,Fuel adjustment required
11:09:30,UAE201,134264,Hazardous,Imbalanced,Fuel adjustment required
11:10:00,UAE201,193501,Normal,Balanced,No adjustment needed
11:10:30,UAE201,73637,Hazardous,Balanced,Fuel adjustment required
11:11:00,UAE201,243564,Normal,Imbalanced,Fuel adjustment required
11:11:30,UAE201,123889,Normal,Balanced,Fuel adjustment required
11:12:00,UAE201,224940,Hazardous,Balanced,Fuel adjustment required
11:12:30,UAE201,141692,Normal,Balanced,No adjustment needed
11:13:00,UAE201,227013,Normal,Balanced,No adjustment needed
11:13:30,UAE201,64170,Normal,Imbalanced,Fuel adjustment required
11:14:00,UAE201,130034,Hazardous,Imbalanced,Fuel adjustment required
11:14:30,UAE201,222999,Normal,Balanced,Fuel adjustment required
11:15:00,UAE201,245987,Hazardous,Imbalanced,No adjustment needed
11:15:30,UAE201,190870,Normal,Imbalanced,No adjustment needed
11:16:00,UAE201,64795,Normal,Imbalanced,Fuel adjustment required
11:16:30,UAE201,57804,Hazardous,Imbalanced,Fuel adjustment required
11:17:00,UAE201,54850,Normal,Imbalanced,No adjustment needed
11:17:30,UAE201,66774,Normal,Imbalanced,Fuel adjustment required
11:18:00,UAE201,98454,Normal,Balanced,No adjustment needed
11:18:30,UAE201,86333,Normal,Balanced,No adjustment needed
11:19:00,UAE201,245795,Hazardous,Balanced,Fuel adjustment required
11:19:30,UAE201,176500,Normal,Balanced,Fuel adjustment required
11:20:00,UAE201,83241,Hazardous,Balanced,No adjustment needed
11:20:30,UAE201,55448,Hazardous,Imbalanced,Fuel adjustment required
11:21:00,UAE201,93700,Hazardous,Balanced,No adjustment needed
11:21:30,UAE201,241978,Normal,Balanced,No adjustment needed
11:22:00,UAE201,206818,Normal,Balanced,Fuel adjustment required
11:22:30,UAE201,246768,Hazardous,Imbalanced,No adjustment needed
11:23:00,UAE201,196486,Hazardous,Balanced,Fuel adjustment required
11:23:30,UAE201,168578,Normal,Balanced,Fuel adjustment required
11:24:00,UAE201,249579,Hazardous,Imbalanced,Fuel adjustment required
11:24:30,UAE201,116413,Normal,Balanced,No adjustment needed
11:25:00,UAE201,101795,Hazardous,Imbalanced,Fuel adjustment required
11:25:30,UAE201,103874,Hazardous,Balanced,No adjustment needed
11:26:00,UAE201,137823,Hazardous,Imbalanced,No adjustment needed
11:26:30,UAE201,214186,Hazardous,Balanced,No adjustment needed
11:27:00,UAE201,181001,Normal,Imbalanced,Fuel adjustment required
11:27:30,UAE201,96334,Normal,Balanced,No adjustment needed
11:28:00,UAE201,176930,Hazardous,Imbalanced,Fuel adjustment required
11:28:30,UAE201,231982,Normal,Imbalanced,Fuel adjustment required
11:29:00,UAE201,158988,Normal,Imbalanced,Fuel adjustment required
11:29:30,UAE201,117013,Hazardous,Balanced,No adjustment needed
11:30:00,UAE201,221866,Hazardous,Imbalanced,No adjustment needed
11:30:30,UAE201,89374,Hazardous,Balanced,No adjustment needed
11:31:00,UAE201,128703,Hazardous,Imbalanced,No adjustment needed
11:31:30,UAE201,178681,Normal,Imbalanced,No adjustment needed
11:32:00,UAE201,85974,Hazardous,Imbalanced,Fuel adjustment required
11:32:30,UAE201,88727,Hazardous,Balanced,No adjustment needed
11:33:00,UAE201,229406,Hazardous,Balanced,No adjustment needed
11:33:30,UAE201,210906,Normal,Balanced,No adjustment needed
11:34:00,UAE201,122644,Normal,Imbalanced,No adjustment needed
11:34:30,UAE201,248592,Hazardous,Balanced,Fuel adjustment required
11:35:00,UAE201,59405,Hazardous,Imbalanced,No adjustment needed
11:35:30,UAE201,153762,Hazardous,Imbalanced,No adjustment needed
11:36:00,UAE201,215749,Normal,Imbalanced,No adjustment needed
11:36:30,UAE201,169955,Hazardous,Balanced,No adjustment needed
11:37:00,UAE201,90085,Normal,Imbalanced,Fuel adjustment required
11:37:30,UAE201,157922,Normal,Imbalanced,No adjustment needed
11:38:00,UAE201,59972,Hazardous,Balanced,No adjustment needed
11:38:30,UAE201,65511,Normal,Balanced,No adjustment needed
11:39:00,UAE201,209851,Hazardous,Imbalanced,Fuel adjustment required
11:39:30,UAE201,173193,Hazardous,Balanced,No adjustment needed
11:40:00,UAE201,62412,Normal,Balanced,No adjustment needed
11:40:30,UAE201,147216,Normal,Imbalanced,Fuel adjustment required
11:41:00,UAE201,145577,Normal,Balanced,No adjustment needed
11:41:30,UAE201,103410,Normal,Balanced,No adjustment needed
11:42:00,UAE201,117544,Hazardous,Balanced,Fuel adjustment required
11:42:30,UAE201,240869,Normal,Imbalanced,Fuel adjustment required
11:43:00,UAE201,186727,Normal,Balanced,Fuel adjustment required
11:43:30,UAE201,248864,Hazardous,Imbalanced,Fuel adjustment required
11:44:00,UAE201,212660,Hazardous,Imbalanced,No adjustment needed
11:44:30,UAE201,71975,Normal,Balanced,Fuel adjustment required
11:45:00,UAE201,92667,Normal,Imbalanced,No adjustment needed
