Time,Call Sign,Communication Type,Message Content,Altitude (ft),Speed (knots),Heading (degrees),Position
04:58:00,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,483,25,"('26.0765° N', '56.2406° E')"
04:58:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,25000,468,324,"('40.6413° N', '-73.7781° W')"
04:59:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,472,125,"('34.0837° N', '74.7973° E')"
04:59:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",10000,476,159,"('40.6413° N', '-73.7781° W')"
05:00:00,UAE201,ATC Instruction,Reduce speed to 250 knots.,15000,477,285,"('28.7041° N', '77.1025° E')"
05:00:30,UAE201,Pilot Acknowledgment,"Climb and maintain 10000 feet, UAE201.",10000,469,42,"('34.0837° N', '74.7973° E')"
05:01:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,438,83,"('25.2532° N', '55.3657° E')"
05:01:30,UAE201,Pilot Acknowledgment,"Descending to 35000 feet, expect ILS runway 27, UAE201.",35000,457,136,"('34.0837° N', '74.7973° E')"
05:02:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,493,50,"('40.6413° N', '-73.7781° W')"
05:02:30,UAE201,ATC Instruction,Proceed to final approach and maintain 20000 feet.,20000,438,101,"('25.2532° N', '55.3657° E')"
05:03:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,15000,462,34,"('28.7041° N', '77.1025° E')"
05:03:30,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,451,68,"('40.6413° N', '-73.7781° W')"
05:04:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 25000 feet, UAE201.",25000,458,8,"('40.6413° N', '-73.7781° W')"
05:04:30,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",10000,401,341,"('34.0837° N', '74.7973° E')"
05:05:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,30000,427,314,"('34.0837° N', '74.7973° E')"
05:05:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,428,18,"('40.6413° N', '-73.7781° W')"
05:06:00,UAE201,ATC Instruction,"Descend and maintain 15000 feet, expect ILS approach runway 27.",15000,437,68,"('34.0837° N', '74.7973° E')"
05:06:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",5000,433,309,"('26.0765° N', '56.2406° E')"
05:07:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,20000,463,226,"('40.6413° N', '-73.7781° W')"
05:07:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,425,223,"('25.2532° N', '55.3657° E')"
05:08:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",5000,477,39,"('25.2532° N', '55.3657° E')"
05:08:30,UAE201,Pilot Acknowledgment,"Climbing to FL250, UAE201.",25000,418,282,"('34.0837° N', '74.7973° E')"
05:09:00,UAE201,ATC Instruction,Proceed to final approach and maintain 30000 feet.,30000,425,261,"('25.2532° N', '55.3657° E')"
05:09:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,407,43,"('28.7041° N', '77.1025° E')"
05:10:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,403,118,"('26.0765° N', '56.2406° E')"
05:10:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,427,147,"('34.0837° N', '74.7973° E')"
05:11:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",10000,478,113,"('40.6413° N', '-73.7781° W')"
05:11:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,30000,489,91,"('28.7041° N', '77.1025° E')"
05:12:00,UAE201,ATC Instruction,Climb to FL150 and maintain.,15000,405,336,"('26.0765° N', '56.2406° E')"
05:12:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,481,26,"('34.0837° N', '74.7973° E')"
05:13:00,UAE201,Pilot Acknowledgment,"Turning left heading 174, UAE201.",20000,422,174,"('40.6413° N', '-73.7781° W')"
05:13:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",5000,421,37,"('26.0765° N', '56.2406° E')"
05:14:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",5000,455,313,"('28.7041° N', '77.1025° E')"
05:14:30,UAE201,ATC Instruction,Hold short of runway 12R.,10000,429,138,"('25.2532° N', '55.3657° E')"
05:15:00,UAE201,ATC Instruction,Climb to FL50 and maintain.,5000,498,190,"('26.0765° N', '56.2406° E')"
05:15:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,499,136,"('34.0837° N', '74.7973° E')"
05:16:00,UAE201,Pilot Acknowledgment,"Climb and maintain 30000 feet, UAE201.",30000,500,231,"('34.0837° N', '74.7973° E')"
05:16:30,UAE201,ATC Instruction,"Descend and maintain 10000 feet, expect ILS approach runway 27.",10000,415,197,"('34.0837° N', '74.7973° E')"
05:17:00,UAE201,ATC Instruction,Hold short of runway 12R.,25000,403,148,"('25.2532° N', '55.3657° E')"
05:17:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",10000,476,254,"('25.2532° N', '55.3657° E')"
05:18:00,UAE201,ATC Instruction,"Turn left heading 243, vectors for traffic.",35000,476,243,"('34.0837° N', '74.7973° E')"
05:18:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,35000,493,220,"('34.0837° N', '74.7973° E')"
05:19:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,417,324,"('40.6413° N', '-73.7781° W')"
05:19:30,UAE201,ATC Instruction,"Turn left heading 351, vectors for traffic.",25000,477,351,"('28.7041° N', '77.1025° E')"
05:20:00,UAE201,ATC Instruction,Contact departure on 124.7.,10000,464,36,"('34.0837° N', '74.7973° E')"
05:20:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,426,100,"('34.0837° N', '74.7973° E')"
05:21:00,UAE201,ATC Instruction,Proceed to final approach and maintain 35000 feet.,35000,417,338,"('26.0765° N', '56.2406° E')"
05:21:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,433,99,"('25.2532° N', '55.3657° E')"
05:22:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",5000,443,207,"('26.0765° N', '56.2406° E')"
05:22:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 25000 feet, UAE201.",25000,414,51,"('34.0837° N', '74.7973° E')"
05:23:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,5000,454,301,"('28.7041° N', '77.1025° E')"
05:23:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,5000,452,317,"('26.0765° N', '56.2406° E')"
05:24:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,30000,469,353,"('40.6413° N', '-73.7781° W')"
05:24:30,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,438,228,"('40.6413° N', '-73.7781° W')"
05:25:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,15000,409,210,"('40.6413° N', '-73.7781° W')"
05:25:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,20000,463,80,"('25.2532° N', '55.3657° E')"
05:26:00,UAE201,ATC Instruction,"Turn left heading 328, vectors for traffic.",15000,404,328,"('28.7041° N', '77.1025° E')"
05:26:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",25000,458,310,"('26.0765° N', '56.2406° E')"
05:27:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,417,262,"('34.0837° N', '74.7973° E')"
05:27:30,UAE201,ATC Instruction,"Turn left heading 16, vectors for traffic.",15000,400,16,"('26.0765° N', '56.2406° E')"
05:28:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,442,19,"('40.6413° N', '-73.7781° W')"
05:28:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,473,190,"('28.7041° N', '77.1025° E')"
05:29:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",20000,443,312,"('40.6413° N', '-73.7781° W')"
05:29:30,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",20000,484,284,"('28.7041° N', '77.1025° E')"
05:30:00,UAE201,Pilot Acknowledgment,"Descending to 15000 feet, expect ILS runway 27, UAE201.",15000,479,21,"('40.6413° N', '-73.7781° W')"
05:30:30,UAE201,ATC Instruction,Maintain present speed.,10000,414,21,"('40.6413° N', '-73.7781° W')"
05:31:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,15000,420,260,"('34.0837° N', '74.7973° E')"
05:31:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,35000,487,176,"('40.6413° N', '-73.7781° W')"
05:32:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",5000,400,271,"('28.7041° N', '77.1025° E')"
05:32:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,482,298,"('28.7041° N', '77.1025° E')"
05:33:00,UAE201,ATC Instruction,"Turn left heading 133, vectors for traffic.",10000,441,133,"('26.0765° N', '56.2406° E')"
05:33:30,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,440,95,"('40.6413° N', '-73.7781° W')"
05:34:00,UAE201,ATC Instruction,Maintain present speed.,35000,422,176,"('40.6413° N', '-73.7781° W')"
05:34:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,463,190,"('40.6413° N', '-73.7781° W')"
05:35:00,UAE201,ATC Instruction,"Turn left heading 219, vectors for traffic.",20000,484,219,"('28.7041° N', '77.1025° E')"
05:35:30,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,494,252,"('25.2532° N', '55.3657° E')"
05:36:00,UAE201,ATC Instruction,Climb and maintain 5000 feet.,5000,431,310,"('34.0837° N', '74.7973° E')"
05:36:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,5000,475,23,"('40.6413° N', '-73.7781° W')"
05:37:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",10000,471,93,"('25.2532° N', '55.3657° E')"
05:37:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,498,162,"('26.0765° N', '56.2406° E')"
05:38:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 35000 feet, UAE201.",35000,435,282,"('26.0765° N', '56.2406° E')"
05:38:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",35000,451,265,"('28.7041° N', '77.1025° E')"
05:39:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",30000,424,54,"('26.0765° N', '56.2406° E')"
05:39:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",5000,445,62,"('40.6413° N', '-73.7781° W')"
05:40:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,15000,495,218,"('26.0765° N', '56.2406° E')"
05:40:30,UAE201,Pilot Acknowledgment,"Turning left heading 53, UAE201.",25000,463,53,"('40.6413° N', '-73.7781° W')"
05:41:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,464,315,"('40.6413° N', '-73.7781° W')"
05:41:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,5000,490,271,"('34.0837° N', '74.7973° E')"
05:42:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",35000,454,335,"('34.0837° N', '74.7973° E')"
05:42:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,478,218,"('40.6413° N', '-73.7781° W')"
05:43:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,409,236,"('40.6413° N', '-73.7781° W')"
05:43:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,35000,438,217,"('26.0765° N', '56.2406° E')"
05:44:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",35000,450,38,"('28.7041° N', '77.1025° E')"
05:44:30,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,35000,473,151,"('34.0837° N', '74.7973° E')"
05:45:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 30000 feet, UAE201.",30000,400,143,"('28.7041° N', '77.1025° E')"
05:45:30,UAE201,ATC Instruction,"Descend and maintain 25000 feet, expect ILS approach runway 27.",25000,460,212,"('28.7041° N', '77.1025° E')"
05:46:00,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,25000,448,18,"('28.7041° N', '77.1025° E')"
05:46:30,UAE201,ATC Instruction,Contact departure on 124.7.,10000,400,148,"('40.6413° N', '-73.7781° W')"
05:47:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,25000,450,214,"('25.2532° N', '55.3657° E')"
05:47:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL150.,15000,472,325,"('40.6413° N', '-73.7781° W')"
05:48:00,UAE201,ATC Instruction,Climb to FL100 and maintain.,10000,410,170,"('40.6413° N', '-73.7781° W')"
05:48:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,470,239,"('28.7041° N', '77.1025° E')"
05:49:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",30000,485,18,"('25.2532° N', '55.3657° E')"
05:49:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,10000,440,206,"('26.0765° N', '56.2406° E')"
05:50:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,498,178,"('34.0837° N', '74.7973° E')"
05:50:30,UAE201,ATC Instruction,Maintain present speed.,30000,457,98,"('28.7041° N', '77.1025° E')"
05:51:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",10000,485,207,"('25.2532° N', '55.3657° E')"
05:51:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",15000,451,233,"('34.0837° N', '74.7973° E')"
05:52:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",5000,473,304,"('25.2532° N', '55.3657° E')"
05:52:30,UAE201,ATC Instruction,"Descend and maintain 30000 feet, expect ILS approach runway 27.",30000,460,207,"('28.7041° N', '77.1025° E')"
05:53:00,UAE201,ATC Instruction,"Descend and maintain 30000 feet, expect ILS approach runway 27.",30000,492,71,"('34.0837° N', '74.7973° E')"
05:53:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",35000,419,290,"('26.0765° N', '56.2406° E')"
05:54:00,UAE201,ATC Instruction,Climb to FL250 and maintain.,25000,426,168,"('28.7041° N', '77.1025° E')"
05:54:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,15000,436,306,"('34.0837° N', '74.7973° E')"
05:55:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,30000,406,201,"('28.7041° N', '77.1025° E')"
05:55:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,477,190,"('40.6413° N', '-73.7781° W')"
05:56:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",5000,428,174,"('34.0837° N', '74.7973° E')"
05:56:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",10000,483,236,"('26.0765° N', '56.2406° E')"
05:57:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,10000,468,203,"('40.6413° N', '-73.7781° W')"
05:57:30,UAE201,ATC Instruction,Maintain present speed.,20000,479,317,"('28.7041° N', '77.1025° E')"
05:58:00,UAE201,ATC Instruction,Climb and maintain 35000 feet.,35000,403,350,"('26.0765° N', '56.2406° E')"
05:58:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,466,338,"('26.0765° N', '56.2406° E')"
05:59:00,UAE201,ATC Instruction,"Descend and maintain 5000 feet, expect ILS approach runway 27.",5000,440,311,"('34.0837° N', '74.7973° E')"
05:59:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,35000,406,280,"('34.0837° N', '74.7973° E')"
06:00:00,UAE201,Pilot Acknowledgment,"Climbing to FL150, UAE201.",15000,411,290,"('26.0765° N', '56.2406° E')"
06:00:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,435,297,"('40.6413° N', '-73.7781° W')"
06:01:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",5000,485,172,"('34.0837° N', '74.7973° E')"
06:01:30,UAE201,ATC Instruction,Maintain present speed.,20000,450,128,"('40.6413° N', '-73.7781° W')"
06:02:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,406,226,"('34.0837° N', '74.7973° E')"
06:02:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,15000,487,37,"('40.6413° N', '-73.7781° W')"
06:03:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,35000,467,297,"('26.0765° N', '56.2406° E')"
06:03:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,433,177,"('28.7041° N', '77.1025° E')"
06:04:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,10000,433,92,"('28.7041° N', '77.1025° E')"
06:04:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,25000,460,238,"('40.6413° N', '-73.7781° W')"
06:05:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,5000,489,65,"('28.7041° N', '77.1025° E')"
06:05:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",5000,408,335,"('26.0765° N', '56.2406° E')"
06:06:00,UAE201,Pilot Acknowledgment,"Climbing to FL150, UAE201.",15000,448,78,"('26.0765° N', '56.2406° E')"
06:06:30,UAE201,Pilot Acknowledgment,"Climb and maintain 15000 feet, UAE201.",15000,479,334,"('26.0765° N', '56.2406° E')"
06:07:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 20000 feet, UAE201.",20000,446,221,"('34.0837° N', '74.7973° E')"
06:07:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,10000,442,323,"('25.2532° N', '55.3657° E')"
06:08:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",5000,462,2,"('26.0765° N', '56.2406° E')"
06:08:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL250.,25000,461,9,"('34.0837° N', '74.7973° E')"
06:09:00,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, expect ILS runway 27, UAE201.",25000,415,246,"('28.7041° N', '77.1025° E')"
06:09:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,479,21,"('40.6413° N', '-73.7781° W')"
06:10:00,UAE201,ATC Instruction,Climb to FL50 and maintain.,5000,401,53,"('25.2532° N', '55.3657° E')"
06:10:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,433,7,"('28.7041° N', '77.1025° E')"
06:11:00,UAE201,Pilot Report,"Passing FL350, climbing to FL350.",35000,420,267,"('26.0765° N', '56.2406° E')"
06:11:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",5000,435,234,"('28.7041° N', '77.1025° E')"
06:12:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,449,219,"('34.0837° N', '74.7973° E')"
06:12:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,20000,427,31,"('28.7041° N', '77.1025° E')"
06:13:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,20000,423,102,"('25.2532° N', '55.3657° E')"
06:13:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",25000,472,183,"('34.0837° N', '74.7973° E')"
06:14:00,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,401,347,"('28.7041° N', '77.1025° E')"
06:14:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,30000,434,339,"('25.2532° N', '55.3657° E')"
06:15:00,UAE201,ATC Instruction,Climb to FL100 and maintain.,10000,483,71,"('40.6413° N', '-73.7781° W')"
06:15:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,30000,404,300,"('26.0765° N', '56.2406° E')"
06:16:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,478,36,"('25.2532° N', '55.3657° E')"
